Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,8.983861253571267e-08,0.004608414145206909,0.01,0.1,0 deg
0.1 - 1,7.655925183237335e-07,0.001309857596486474,0.1,1.0,0 deg
1 - 3.5,6.279860594417856e-06,0.0007182127110958779,1.0,3.5,0 deg
3.5 - 10,5.886821067855848e-06,0.0010124439214346105,3.5,10.0,0 deg
10 - 20,0.00025882506939589963,0.00024238631186805548,10.0,20.0,0 deg
