Energy,Value,Error,Angle
0.011927,5.1070715020042374e-09,0.0166,0 deg
0.0125385,4.3894325811418994e-08,0.0492,0 deg
0.0131815,4.5662483413647243e-08,0.0551,0 deg
0.013857,4.747881062818092e-08,0.046,0 deg
0.0145675,4.737763119565229e-08,0.0437,0 deg
0.0153145,4.9216638812667676e-08,0.0434,0 deg
0.0160995,5.762728810976752e-08,0.0399,0 deg
0.016925,6.336563363065389e-08,0.0411,0 deg
0.017793,7.463794223756591e-08,0.0364,0 deg
0.0187055,8.080123728137959e-08,0.0338,0 deg
0.0196645,1.0023044924203248e-07,0.0314,0 deg
0.0206725,1.2451615945319264e-07,0.0285,0 deg
0.021732,1.3237554168646551e-07,0.0277,0 deg
0.0228465,2.5362460229121663e-07,0.0208,0 deg
0.024018,4.836336734588616e-07,0.0156,0 deg
0.025249,1.4385490566688699e-06,0.0102,0 deg
0.0265435,7.599631449708261e-07,0.0126,0 deg
0.0279045,2.126509452652369e-08,0.0693,0 deg
0.0293355,4.7035197324291355e-09,0.1405,0 deg
0.0308395,1.906936217403142e-08,0.0726,0 deg
0.0324205,4.02757474331925e-08,0.0487,0 deg
0.034083,6.889746923484934e-08,0.0406,0 deg
0.0358305,8.823565925896361e-08,0.0348,0 deg
0.0376675,1.1407998060390165e-07,0.0302,0 deg
0.039599,1.4447845079760982e-07,0.0264,0 deg
0.0416295,1.629597005930256e-07,0.025,0 deg
0.0437635,1.8761824832477218e-07,0.0228,0 deg
0.046007,2.3418480845862728e-07,0.0209,0 deg
0.048366,2.498083700008343e-07,0.02,0 deg
0.050846,3.022155915708482e-07,0.0187,0 deg
0.053453,1.9655346425170533e-07,0.0222,0 deg
0.0561935,2.4325813100019277e-07,0.0206,0 deg
0.0590745,3.4515396046652993e-07,0.0172,0 deg
0.0621035,3.7342367792905005e-07,0.0168,0 deg
0.0652875,4.6588434599342917e-07,0.0152,0 deg
0.0686345,7.022920215548357e-07,0.0121,0 deg
0.0721535,1.0689599447711323e-06,0.0104,0 deg
0.075853,3.938824776184577e-07,0.015,0 deg
0.079742,6.183463091397116e-07,0.0131,0 deg
0.0838305,1.842654313089127e-06,0.0088,0 deg
0.088129,1.3329754449276046e-07,0.0266,0 deg
0.0926475,3.652456702901001e-07,0.0172,0 deg
0.0973975,4.892639550702358e-07,0.0148,0 deg
0.102391,5.798900044671982e-07,0.0134,0 deg
0.10764,7.855700024798671e-07,0.0118,0 deg
0.11316,8.458677114471837e-07,0.0113,0 deg
0.11896,1.1291347735051187e-06,0.0096,0 deg
0.12506,1.5768226900140017e-06,0.0085,0 deg
0.131475,1.9921937126386427e-06,0.0076,0 deg
0.138215,3.857984229603744e-06,0.0062,0 deg
0.1453,7.140850063343171e-07,0.0118,0 deg
0.15275,6.075053659554842e-07,0.0137,0 deg
0.16058,1.2959899406109825e-06,0.0096,0 deg
0.16881,3.3371706579839158e-06,0.0061,0 deg
0.17747,1.2263571649317418e-06,0.0096,0 deg
0.18657,4.782789063876807e-06,0.0053,0 deg
0.196135,3.501411523146001e-07,0.0172,0 deg
0.20619,8.901252172214367e-07,0.0114,0 deg
0.21676,1.849726914840652e-06,0.008,0 deg
0.227875,2.4303249180512703e-06,0.0069,0 deg
0.23956,2.007372040024115e-06,0.0077,0 deg
0.251845,2.1999239085922452e-06,0.0071,0 deg
0.264755,2.428754691859055e-06,0.0068,0 deg
0.278325,5.1268764560307025e-06,0.005,0 deg
0.292595,1.7972194272879012e-06,0.0082,0 deg
0.3076,6.5244858351218266e-06,0.0047,0 deg
0.32337,5.755212123427252e-06,0.0047,0 deg
0.33995,2.8112429994457897e-06,0.0064,0 deg
0.35738,8.151701725862395e-06,0.0039,0 deg
0.3757,4.8525632658851265e-06,0.0049,0 deg
0.394965,3.610052295727254e-06,0.0056,0 deg
0.415215,1.7918989078808453e-06,0.0078,0 deg
0.436505,2.5734864646074035e-06,0.0071,0 deg
0.458885,2.9730116518924417e-06,0.0065,0 deg
0.48241,4.714415873920457e-06,0.0052,0 deg
0.507145,3.723127598125198e-06,0.0057,0 deg
0.533145,3.5455300705533156e-06,0.0062,0 deg
0.56048,5.1494068944784525e-06,0.0051,0 deg
0.58922,4.5543072078007555e-06,0.0061,0 deg
0.61943,9.120566868044363e-06,0.0043,0 deg
0.65119,1.1257824181545368e-05,0.0035,0 deg
0.68458,5.69689818383885e-06,0.0044,0 deg
0.719675,8.481722236890222e-06,0.0039,0 deg
0.75657,3.5646922915150867e-06,0.0059,0 deg
0.79536,2.727151890156598e-06,0.007,0 deg
0.83614,4.247376293289247e-06,0.0061,0 deg
