Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,6.394859779472253e-08,0.007842959102855726,0.01,0.1,66.8 deg
0.1 - 1,2.3723159750405476e-06,0.001402846564463237,0.1,1.0,66.8 deg
1 - 3.5,6.871651075653446e-06,0.0014108710684294606,1.0,3.5,66.8 deg
3.5 - 10,1.314059656209634e-06,0.0052774032203243264,3.5,10.0,66.8 deg
10 - 20,2.0015128741911094e-06,0.006484210634928007,10.0,20.0,66.8 deg
