Energy,Value,Error,Angle
0.011927,1.5921094043296555e-10,0.0918,24.9 deg
0.0125385,4.787719166980654e-09,0.217,24.9 deg
0.0131815,6.041740831771552e-09,0.1966,24.9 deg
0.013857,5.748417543969524e-09,0.2006,24.9 deg
0.0145675,6.744762772853403e-09,0.1958,24.9 deg
0.0153145,8.265990860614293e-09,0.1754,24.9 deg
0.0160995,9.085097967558558e-09,0.1643,24.9 deg
0.016925,8.473069398288141e-09,0.1605,24.9 deg
0.017793,1.0162276280388824e-08,0.1386,24.9 deg
0.0187055,1.1920865329543971e-08,0.1515,24.9 deg
0.0196645,1.425908677304352e-08,0.1401,24.9 deg
0.0206725,1.3995945352721406e-08,0.132,24.9 deg
0.021732,1.5605049475455785e-08,0.1251,24.9 deg
0.0228465,2.0100733993307815e-08,0.1138,24.9 deg
0.024018,2.1108428891465854e-08,0.1144,24.9 deg
0.025249,2.3621430465171613e-08,0.1001,24.9 deg
0.0265435,1.9410402233772943e-08,0.1079,24.9 deg
0.0279045,2.269860652259375e-08,0.1006,24.9 deg
0.0293355,3.0031741040005605e-08,0.0877,24.9 deg
0.0308395,4.127089282120312e-08,0.0815,24.9 deg
0.0324205,6.549786995231661e-08,0.0619,24.9 deg
0.034083,7.519488841324575e-08,0.056,24.9 deg
0.0358305,9.305458603536066e-08,0.0527,24.9 deg
0.0376675,8.358886321868093e-08,0.0556,24.9 deg
0.039599,7.722580589366734e-08,0.055,24.9 deg
0.0416295,8.78390908243038e-08,0.0523,24.9 deg
0.0437635,7.141033093615664e-08,0.0565,24.9 deg
0.046007,8.905171530341643e-08,0.0525,24.9 deg
0.048366,9.259626510256441e-08,0.0516,24.9 deg
0.050846,9.082286364851146e-08,0.0513,24.9 deg
0.053453,9.713286201405129e-08,0.0516,24.9 deg
0.0561935,1.0624455126656313e-07,0.0479,24.9 deg
0.0590745,1.300361060832922e-07,0.0439,24.9 deg
0.0621035,1.2599166862174976e-07,0.0451,24.9 deg
0.0652875,1.4089374339040036e-07,0.042,24.9 deg
0.0686345,1.4871887496428893e-07,0.0404,24.9 deg
0.0721535,1.5794691426390705e-07,0.0396,24.9 deg
0.075853,2.0948187195371207e-07,0.0356,24.9 deg
0.079742,1.5356436024240957e-07,0.0383,24.9 deg
0.0838305,1.8994577678552028e-07,0.0358,24.9 deg
0.088129,2.0699234777635413e-07,0.0339,24.9 deg
0.0926475,2.3028053116168968e-07,0.0329,24.9 deg
0.0973975,2.5325122337824586e-07,0.031,24.9 deg
0.102391,2.584789167479551e-07,0.0303,24.9 deg
0.10764,2.952083313794863e-07,0.0291,24.9 deg
0.11316,3.252902057824803e-07,0.0276,24.9 deg
0.11896,3.194046595092652e-07,0.0278,24.9 deg
0.12506,3.9742576548456857e-07,0.0255,24.9 deg
0.131475,4.2695676871892264e-07,0.0245,24.9 deg
0.138215,4.5458705687149437e-07,0.0237,24.9 deg
0.1453,4.957218874021485e-07,0.0226,24.9 deg
0.15275,5.288305561804186e-07,0.022,24.9 deg
0.16058,6.035187750343231e-07,0.0207,24.9 deg
0.16881,6.370309197172387e-07,0.0199,24.9 deg
0.17747,6.787791630792054e-07,0.0193,24.9 deg
0.18657,7.42208918585359e-07,0.0186,24.9 deg
0.196135,7.77629419037245e-07,0.018,24.9 deg
0.20619,8.39133991801675e-07,0.0174,24.9 deg
0.21676,9.131137365318335e-07,0.0169,24.9 deg
0.227875,1.0162922417574565e-06,0.0159,24.9 deg
0.23956,1.07552842991613e-06,0.0155,24.9 deg
0.251845,1.1619936577376946e-06,0.0149,24.9 deg
0.264755,1.3115107305965334e-06,0.0141,24.9 deg
0.278325,1.3757750351305756e-06,0.0137,24.9 deg
0.292595,1.4420267499373524e-06,0.0134,24.9 deg
0.3076,1.6131283587368323e-06,0.0126,24.9 deg
0.32337,1.6774106296802214e-06,0.0125,24.9 deg
0.33995,1.8398996047516047e-06,0.012,24.9 deg
