Energy,Value,Error,Angle
0.488405,9.520180606603917e-08,0.0032,0 deg
0.50077,7.103690417641857e-07,0.0151,0 deg
0.513445,7.077451907603817e-07,0.0151,0 deg
0.52644,7.254250613158722e-07,0.0149,0 deg
0.53977,7.19218351526297e-07,0.0149,0 deg
0.553435,7.459285581038849e-07,0.0149,0 deg
0.567445,7.521225125267285e-07,0.0147,0 deg
0.58181,7.766687196245706e-07,0.0143,0 deg
0.596535,7.881297351777262e-07,0.0145,0 deg
0.61164,8.178850582213154e-07,0.014,0 deg
0.627125,8.080110790742736e-07,0.014,0 deg
0.643,8.251382391106912e-07,0.0138,0 deg
0.65928,8.263807956442387e-07,0.0138,0 deg
0.67597,8.432276583564896e-07,0.0135,0 deg
0.69308,8.810510200592991e-07,0.0131,0 deg
0.710625,9.180288626776073e-07,0.0129,0 deg
0.728615,9.18353691877826e-07,0.013,0 deg
0.74706,9.473988099955914e-07,0.0128,0 deg
0.76597,9.626322135339422e-07,0.0125,0 deg
0.78536,9.682067153323277e-07,0.0124,0 deg
0.805245,9.913628066978225e-07,0.0123,0 deg
0.82563,1.0059058705659077e-06,0.0123,0 deg
0.84653,1.054782000475875e-06,0.0119,0 deg
0.86796,1.0644204403835263e-06,0.0116,0 deg
0.88993,1.0956517079133067e-06,0.0115,0 deg
0.912455,1.1226493651482787e-06,0.0114,0 deg
0.935555,1.167009528494114e-06,0.011,0 deg
0.95924,1.1741477419034769e-06,0.0107,0 deg
0.983525,1.208879249595178e-06,0.0107,0 deg
1.00841,1.2340910104575926e-06,0.0104,0 deg
1.03395,1.278843331033092e-06,0.0103,0 deg
1.06015,1.3097512397871136e-06,0.0102,0 deg
1.087,1.3674473511699798e-06,0.0098,0 deg
1.1145,1.4325536088597881e-06,0.0095,0 deg
1.1427,1.4926799294923896e-06,0.0094,0 deg
1.17165,1.5401975288425414e-06,0.0091,0 deg
1.2013,1.5572544226790269e-06,0.009,0 deg
1.2317,1.6076131189556925e-06,0.0088,0 deg
1.2629,1.6944286574770588e-06,0.0086,0 deg
1.29485,1.7418812412292167e-06,0.0083,0 deg
1.3276,1.786143912141808e-06,0.0081,0 deg
1.3612,1.8544392439956012e-06,0.008,0 deg
1.39565,1.9169312766226994e-06,0.0078,0 deg
1.431,1.995810699235743e-06,0.0075,0 deg
1.46725,2.0812826883806746e-06,0.0074,0 deg
1.5044,2.1830851237250113e-06,0.0074,0 deg
1.5425,2.2620254049929233e-06,0.0072,0 deg
1.58155,2.28287763183437e-06,0.0069,0 deg
1.62155,2.391101951247984e-06,0.0068,0 deg
1.6626,2.449440306042379e-06,0.0065,0 deg
1.7047,2.5323935716046326e-06,0.0064,0 deg
1.74785,2.618052757932425e-06,0.0062,0 deg
1.7921,2.7957108822351216e-06,0.006,0 deg
1.83745,2.805688213539109e-06,0.006,0 deg
1.88395,2.8176454047228434e-06,0.006,0 deg
1.93165,2.980004325890577e-06,0.0058,0 deg
1.98055,3.0819410472007697e-06,0.0057,0 deg
2.0307,3.1857543129784115e-06,0.0058,0 deg
2.0821,2.426341649014833e-06,0.0076,0 deg
2.1348,2.630796537041765e-06,0.0069,0 deg
2.18885,3.1976145542137434e-06,0.0058,0 deg
2.24425,3.2987748366714327e-06,0.0056,0 deg
2.3011,3.313915025071999e-06,0.0055,0 deg
2.35935,3.423936310624859e-06,0.0054,0 deg
2.41905,3.3390434056459413e-06,0.0056,0 deg
2.4803,3.214138092807502e-06,0.0058,0 deg
2.5431,3.1340623581822906e-06,0.0058,0 deg
2.6075,3.152234853383631e-06,0.0058,0 deg
2.6735,2.9502570686600395e-06,0.006,0 deg
2.74115,2.676306619753948e-06,0.0064,0 deg
2.81055,2.2781742078853406e-06,0.0074,0 deg
2.8817,1.5214515819282096e-06,0.0098,0 deg
2.95465,8.71022872494002e-07,0.0149,0 deg
3.02945,3.716400533614943e-06,0.0053,0 deg
3.10615,4.243542267698422e-06,0.0047,0 deg
3.1848,2.8207541963473805e-06,0.0059,0 deg
3.2654,2.031807273090114e-06,0.008,0 deg
3.34805,1.4931456482835516e-06,0.0106,0 deg
3.43285,1.2676383586407577e-06,0.0126,0 deg
3.51975,1.17407218135157e-06,0.014,0 deg
3.60885,1.2459879874112914e-06,0.0135,0 deg
3.70025,1.3632080342094126e-06,0.0133,0 deg
3.7939,1.6315031536950296e-06,0.0124,0 deg
3.8899,2.0070882087857063e-06,0.0109,0 deg
3.98835,2.4942705439256096e-06,0.0096,0 deg
4.08935,2.980911828453434e-06,0.0087,0 deg
4.1929,3.0465494886467795e-06,0.0094,0 deg
4.29905,2.494955349809054e-06,0.0115,0 deg
4.4079,2.8577584640166388e-06,0.0107,0 deg
4.51945,3.6302853871517805e-06,0.0094,0 deg
4.63385,4.4806830789142424e-06,0.0079,0 deg
4.75115,5.416255085393619e-06,0.0071,0 deg
4.8714,5.8559270530773535e-06,0.0065,0 deg
4.99475,6.14028861894626e-06,0.0064,0 deg
5.1212,6.913325721429189e-06,0.0059,0 deg
5.25085,7.154301838934614e-06,0.0056,0 deg
5.3838,5.975250121987903e-06,0.0063,0 deg
5.5201,5.719809600571812e-06,0.0065,0 deg
5.6598,6.105732221673924e-06,0.006,0 deg
5.80305,5.555252050868383e-06,0.006,0 deg
5.95,4.985368804456891e-06,0.0063,0 deg
6.10065,4.559331663773684e-06,0.0069,0 deg
6.25505,3.440975350628473e-06,0.0084,0 deg
6.4134,2.372568707056737e-06,0.0132,0 deg
6.57575,5.33251442907202e-06,0.0086,0 deg
6.7422,7.362094640076393e-06,0.008,0 deg
6.9129,7.396647136777185e-06,0.0087,0 deg
7.0879,7.580078357502901e-06,0.0088,0 deg
7.26735,6.865803607799061e-06,0.0093,0 deg
7.4513,2.858573850573809e-06,0.0141,0 deg
