Energy,Value,Error,Angle
0.011927,3.827148530827336e-08,0.0064,24.9 deg
0.0125385,3.7574221305792475e-07,0.0161,24.9 deg
0.0131815,3.8291419628057485e-07,0.0157,24.9 deg
0.013857,3.885370313062427e-07,0.0155,24.9 deg
0.0145675,4.034518280661085e-07,0.0155,24.9 deg
0.0153145,4.159031747737848e-07,0.0156,24.9 deg
0.0160995,4.274875403738198e-07,0.0153,24.9 deg
0.016925,4.332727767104546e-07,0.0148,24.9 deg
0.017793,4.382214092101585e-07,0.0148,24.9 deg
0.0187055,4.562621467275609e-07,0.0144,24.9 deg
0.0196645,4.7352079910347313e-07,0.0142,24.9 deg
0.0206725,4.819568019911598e-07,0.0142,24.9 deg
0.021732,5.083299389816103e-07,0.014,24.9 deg
0.0228465,5.111242665033937e-07,0.0138,24.9 deg
0.024018,5.322362139384441e-07,0.0137,24.9 deg
0.025249,5.457535372298249e-07,0.0133,24.9 deg
0.0265435,5.732789681342106e-07,0.013,24.9 deg
0.0279045,5.914456908897267e-07,0.013,24.9 deg
0.0293355,6.008147832938601e-07,0.0129,24.9 deg
0.0308395,5.943823799691936e-07,0.0127,24.9 deg
0.0324205,6.40513138085677e-07,0.0127,24.9 deg
0.034083,6.584154519432305e-07,0.0125,24.9 deg
0.0358305,6.718997904812067e-07,0.0124,24.9 deg
0.0376675,6.841210704742522e-07,0.012,24.9 deg
0.039599,7.059402978879395e-07,0.0118,24.9 deg
0.0416295,7.262206887486433e-07,0.0116,24.9 deg
0.0437635,7.565288729330294e-07,0.0118,24.9 deg
0.046007,7.724336184155236e-07,0.0122,24.9 deg
0.048366,8.140545488384683e-07,0.0114,24.9 deg
0.050846,8.256278543685173e-07,0.0116,24.9 deg
0.053453,8.412960177642507e-07,0.011,24.9 deg
0.0561935,8.700970833425518e-07,0.0113,24.9 deg
0.0590745,8.94236987596218e-07,0.0107,24.9 deg
0.0621035,9.33586193208748e-07,0.0106,24.9 deg
0.0652875,9.340967736698087e-07,0.0106,24.9 deg
0.0686345,9.779870798044609e-07,0.0103,24.9 deg
0.0721535,1.037024245175998e-06,0.0102,24.9 deg
0.075853,1.0398535808003986e-06,0.01,24.9 deg
0.079742,1.074467913650771e-06,0.0098,24.9 deg
0.0838305,1.085467581025467e-06,0.0097,24.9 deg
0.088129,1.1498708292072524e-06,0.0097,24.9 deg
0.0926475,1.1732245166182833e-06,0.0095,24.9 deg
0.0973975,1.1944700693679553e-06,0.0095,24.9 deg
0.102391,1.271971879217677e-06,0.0095,24.9 deg
0.10764,1.3380097341173103e-06,0.0095,24.9 deg
0.11316,1.3415843983922393e-06,0.0104,24.9 deg
0.11896,1.3822689630185528e-06,0.0092,24.9 deg
0.12506,1.4239600118175525e-06,0.0101,24.9 deg
0.131475,1.4525150154454282e-06,0.0091,24.9 deg
0.138215,1.5218630145507682e-06,0.0093,24.9 deg
0.1453,1.5283557957895555e-06,0.0092,24.9 deg
0.15275,1.5845837459065824e-06,0.0092,24.9 deg
0.16058,1.6709914706410599e-06,0.0084,24.9 deg
0.16881,1.6932744336638172e-06,0.0084,24.9 deg
0.17747,1.756822667107853e-06,0.0087,24.9 deg
0.18657,1.7715455652111354e-06,0.0085,24.9 deg
0.196135,1.8764800781234151e-06,0.0083,24.9 deg
0.20619,1.925495318679958e-06,0.0084,24.9 deg
0.21676,2.008334144784533e-06,0.0083,24.9 deg
0.227875,2.0869694327227946e-06,0.0082,24.9 deg
0.23956,2.1515327963004773e-06,0.008,24.9 deg
0.251845,2.2552129486334887e-06,0.0083,24.9 deg
0.264755,2.299351531636051e-06,0.0078,24.9 deg
0.278325,2.4233251448404696e-06,0.008,24.9 deg
0.292595,2.492444753078904e-06,0.0077,24.9 deg
0.3076,2.5738421265936697e-06,0.0078,24.9 deg
0.32337,2.6640429951997774e-06,0.0084,24.9 deg
0.33995,2.7490047041661684e-06,0.008,24.9 deg
0.35738,2.8489576945461023e-06,0.0079,24.9 deg
0.3757,2.9158667117704366e-06,0.008,24.9 deg
0.394965,2.9769108154058548e-06,0.0076,24.9 deg
0.415215,3.096403040842121e-06,0.0077,24.9 deg
0.436505,3.115129940493317e-06,0.0079,24.9 deg
0.458885,3.1734324373859783e-06,0.0081,24.9 deg
0.48241,3.200076591969792e-06,0.0079,24.9 deg
0.507145,3.2300730779433248e-06,0.0083,24.9 deg
0.533145,3.2721907916011223e-06,0.0082,24.9 deg
0.56048,3.268411681713914e-06,0.0082,24.9 deg
0.58922,3.2251085431300492e-06,0.0081,24.9 deg
0.61943,2.4207765145225887e-06,0.0097,24.9 deg
0.65119,2.177683433935581e-06,0.01,24.9 deg
0.68458,3.223438693577605e-06,0.009,24.9 deg
0.719675,3.416975707322049e-06,0.0086,24.9 deg
0.75657,3.535769595415193e-06,0.0083,24.9 deg
0.79536,3.584715629063545e-06,0.0081,24.9 deg
0.83614,3.180102352546121e-06,0.0088,24.9 deg
0.87901,3.5698249349277223e-06,0.0084,24.9 deg
0.92408,3.5700705076408213e-06,0.0085,24.9 deg
