Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,4.9180919890673864e-08,0.008009201735964342,0.01,0.1,41.8 deg
0.1 - 1,3.6458312987183526e-07,0.0023190396467597254,0.1,1.0,41.8 deg
1 - 3.5,9.59453967132845e-07,0.001962366303391298,1.0,3.5,41.8 deg
3.5 - 10,8.708394295239027e-07,0.0028123007003668346,3.5,10.0,41.8 deg
10 - 20,2.2701505321407206e-06,0.0029184671379762013,10.0,20.0,41.8 deg
