Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,5.709021499356155e-08,0.00784959342189404,0.01,0.1,12.2 deg
0.1 - 1,3.7386704735442583e-07,0.002508874148904172,0.1,1.0,12.2 deg
1 - 3.5,1.0920615746194594e-06,0.002127128349280675,1.0,3.5,12.2 deg
3.5 - 10,1.3427781403189276e-06,0.0027300093013692536,3.5,10.0,12.2 deg
10 - 20,2.3635240359436445e-05,0.0017177837761459787,10.0,20.0,12.2 deg
