Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,5.112707076850011e-06,0.001512877026661434,0.01,0.1,0 deg
0.1 - 1,2.2838645207947578e-06,0.0010913693411423904,0.1,1.0,0 deg
1 - 3.5,3.350993368715242e-06,0.0016771429355495922,1.0,3.5,0 deg
3.5 - 10,2.927472119591314e-06,0.002986969962578908,3.5,10.0,0 deg
10 - 20,0.00011120600953426763,0.0004290164373693953,10.0,20.0,0 deg
