Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,9.517713402506019e-07,0.0024292115795777527,0.01,0.1,24.9 deg
0.1 - 1,2.469499571286725e-06,0.0012887124481961707,0.1,1.0,24.9 deg
1 - 3.5,3.7088133324857125e-06,0.0020272991748815786,1.0,3.5,24.9 deg
3.5 - 10,3.032737571157951e-06,0.0034862365435235593,3.5,10.0,24.9 deg
10 - 20,3.565168376366619e-05,0.001501737432467658,10.0,20.0,24.9 deg
