Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,6.692550884172621e-08,0.006612483243336462,0.01,0.1,0 deg
0.1 - 1,1.8423452157782947e-06,0.0007903067525843461,0.1,1.0,0 deg
1 - 3.5,8.99407093229517e-06,0.0005096670553614329,1.0,3.5,0 deg
3.5 - 10,5.862449320106468e-06,0.0009105379842079736,3.5,10.0,0 deg
10 - 20,0.0003538024803936878,0.00019932300081344263,10.0,20.0,0 deg
