Energy,Value,Error,Lower energy,Upper energy,Angle
0.1 - 1,7.336353367090821e-07,0.0034142425886934512,0.1,1.0,12.2 deg
1 - 3.5,4.440922935870266e-07,0.002682452548041866,1.0,3.5,12.2 deg
3.5 - 10,8.480059899910419e-07,0.003378047303701218,3.5,10.0,12.2 deg
10 - 20,3.3301350920468387e-06,0.0031032319072812897,10.0,20.0,12.2 deg
