Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,7.532636710266781e-08,0.005518636469246816,0.01,0.1,12.2 deg
0.1 - 1,4.17253852169573e-07,0.0023208064796516057,0.1,1.0,12.2 deg
1 - 3.5,1.546228495504225e-06,0.0019757731403367714,1.0,3.5,12.2 deg
3.5 - 10,2.277531540061396e-06,0.0020908934610235092,3.5,10.0,12.2 deg
10 - 20,2.145771496601177e-05,0.001796959783778777,10.0,20.0,12.2 deg
