Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,7.229537292953823e-08,0.008678089920199526,0.01,0.1,24.9 deg
0.1 - 1,2.1147822136154997e-06,0.0016702708038097678,0.1,1.0,24.9 deg
1 - 3.5,6.12069417186668e-06,0.0016118191570031807,1.0,3.5,24.9 deg
3.5 - 10,1.6216009934187135e-06,0.005066245388528956,3.5,10.0,24.9 deg
10 - 20,1.5709380259187675e-05,0.0031889503157101697,10.0,20.0,24.9 deg
