Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,3.1655703679216207e-07,0.0034117829890994763,0.01,0.1,0 deg
0.1 - 1,3.550841106753027e-06,0.0008997269092958721,0.1,1.0,0 deg
1 - 3.5,2.4447421236264966e-06,0.001625585820697265,1.0,3.5,0 deg
3.5 - 10,5.43665718868853e-07,0.006961672688216959,3.5,10.0,0 deg
10 - 20,2.856169003530681e-05,0.001283699926957193,10.0,20.0,0 deg
