Cells,Value,Error
510.0,0.00597434,0.0154
511.0,0.00908357,0.0087
512.0,0.00506584,0.0081
513.0,0.00227111,0.0083
514.0,0.00090132,0.0095
515.0,0.000160674,0.0144
516.0,6.32732e-05,0.0194
517.0,3.65541e-05,0.0173
518.0,1.57918e-05,0.0185
519.0,6.38671e-06,0.0202
520.0,2.37301e-06,0.0232
521.0,9.65911e-07,0.0262
522.0,3.48362e-07,0.0317
523.0,1.3822e-07,0.0403
