Value,Error,Energy
0.5382556370372203,0.002419848972285389,0.1 - 1
2.9858421426272277,0.004228355844291303,1 - 3.5
1.3404503267056747,0.006474652707944633,3.5 - 10
0.012359943303896186,0.0093,10 - 20
