Value,Error,Energy
0.3026018730870079,0.0031206785854301505,0.1 - 1
1.2625930806411967,0.006450996191100316,1 - 3.5
0.3375011000360598,0.010373690787952437,3.5 - 10
0.0005408490294634959,0.0920885224558978,10 - 20
