Value,Error,Energy
0.41001957201122097,0.003378076047446119,0.1 - 1
2.2982629480519874,0.005394009652061042,1 - 3.5
0.5065652004271775,0.013798926713235165,3.5 - 10
0.0007773321816190607,0.08294812458159122,10 - 20
