Value,Error,Energy
0.4344044381075137,0.002687558753348883,0.1 - 1
3.2097637046710297,0.00406032905771506,1 - 3.5
1.643567969807468,0.007125344896761544,3.5 - 10
0.026364249901115532,0.012431214271295739,10 - 20
