Value,Error,Energy
0.8852557302774692,0.002053703204979986,0.1 - 1
4.39915311085737,0.003321369016209398,1 - 3.5
1.8180067988652424,0.004385775638280529,3.5 - 10
0.07810260817306437,0.007147327615931715,10 - 20
