Cells,Value,Error
510.0,0.000340199,0.0009
511.0,5.30939e-05,0.0023
512.0,1.23952e-05,0.004
513.0,3.46112e-06,0.0058
514.0,1.12721e-06,0.0076
515.0,2.18396e-07,0.012
516.0,9.128e-08,0.014
517.0,3.01029e-08,0.0174
518.0,1.13968e-08,0.0212
519.0,3.99686e-09,0.0282
520.0,1.36783e-09,0.031
521.0,5.50171e-10,0.0371
522.0,2.00602e-10,0.0421
523.0,1.01786e-10,0.0431
