Cells,Value,Error
47.0,179.401,0.0003
45.0,107.08,0.0003
43.0,53.5497,0.0004
41.0,19.5433,0.0004
39.0,7.04143,0.0005
37.0,2.19395,0.0007
35.0,0.961962,0.0008
33.0,0.24519,0.001
26.0,0.00277509,0.002
30.0,0.078216,0.0012
29.0,0.043951,0.0012
28.0,0.0171777,0.0014
27.0,0.00672171,0.0017
21.0,0.000200138,0.0035
55.0,248.62,0.0002
57.0,154.114,0.0001
59.0,81.0192,0.0002
61.0,30.0966,0.0002
63.0,10.6736,0.0003
65.0,3.25249,0.0003
67.0,1.39874,0.0004
69.0,0.348637,0.0005
72.0,0.110317,0.0006
73.0,0.0785509,0.0006
74.0,0.0396775,0.0007
75.0,0.0186282,0.0008
76.0,0.00889375,0.0009
77.0,0.00441241,0.0011
78.0,0.00226593,0.0012
79.0,0.00119802,0.0014
80.0,0.000654547,0.0016
81.0,0.000346696,0.0018
86.0,2.93892e-05,0.0032
