Cells,Value,Error
2.0,1.07025e-08,0.0043
3.0,1.31982e-08,0.0041
4.0,1.86529e-08,0.0039
5.0,2.80573e-08,0.0037
6.0,4.29265e-08,0.0036
7.0,6.61969e-08,0.0035
8.0,1.01797e-07,0.0034
9.0,1.55679e-07,0.0032
10.0,2.35374e-07,0.0032
11.0,3.51574e-07,0.0031
12.0,5.17722e-07,0.003
13.0,7.51686e-07,0.0029
14.0,1.07354e-06,0.0029
15.0,1.505e-06,0.0028
16.0,2.06674e-06,0.0028
17.0,2.77893e-06,0.0027
18.0,3.65048e-06,0.0026
19.0,4.73813e-06,0.0025
20.0,6.20464e-06,0.0024
21.0,8.42717e-06,0.0021
22.0,8.62141e-06,0.0024
24.0,1.89683e-05,0.0019
25.0,4.17169e-05,0.0016
26.0,0.000123781,0.0015
27.0,0.000286648,0.0013
28.0,0.000650336,0.0012
29.0,0.00136604,0.0011
30.0,0.0021709,0.0011
31.0,0.0029311,0.001
33.0,0.00958669,0.0008
34.0,0.0184613,0.0008
35.0,0.0296648,0.0007
36.0,0.0381178,0.0007
37.0,0.0715299,0.0005
38.0,0.122307,0.0006
39.0,0.211883,0.0004
40.0,0.319084,0.0005
41.0,0.555469,0.0003
42.0,0.850242,0.0004
43.0,1.22855,0.0003
44.0,1.45467,0.0004
45.0,1.84422,0.0003
46.0,1.91504,0.0004
47.0,2.29837,0.0005
48.0,2.44661,0.0004
49.0,1.6261,0.0004
53.0,1.90159,0.0003
54.0,2.85495,0.0003
55.0,2.72965,0.0003
56.0,2.31769,0.0002
57.0,2.29241,0.0002
58.0,1.84134,0.0002
59.0,1.60331,0.0002
60.0,1.13541,0.0002
61.0,0.763185,0.0002
62.0,0.450717,0.0002
63.0,0.302398,0.0002
64.0,0.176145,0.0003
65.0,0.103055,0.0003
66.0,0.0549282,0.0004
67.0,0.0426788,0.0003
68.0,0.0263424,0.0004
69.0,0.0135965,0.0004
71.0,0.0040085,0.0005
72.0,0.00306959,0.0005
73.0,0.00228952,0.0006
74.0,0.00136117,0.0006
75.0,0.000735506,0.0007
76.0,0.000385073,0.0007
77.0,0.000201111,0.0008
78.0,0.000105661,0.0009
79.0,5.61661e-05,0.001
80.0,3.0175e-05,0.0012
81.0,1.59152e-05,0.0013
82.0,6.12368e-06,0.0015
83.0,2.83404e-06,0.0018
85.0,1.25025e-06,0.0025
86.0,1.22401e-06,0.0021
87.0,9.05533e-07,0.0022
88.0,6.86846e-07,0.0024
89.0,5.24476e-07,0.0025
90.0,3.9532e-07,0.0026
91.0,2.92194e-07,0.0026
92.0,2.11597e-07,0.0027
93.0,1.49882e-07,0.0027
94.0,1.04397e-07,0.0028
95.0,7.12352e-08,0.0028
96.0,4.79623e-08,0.0029
97.0,3.17978e-08,0.003
98.0,2.08478e-08,0.0031
99.0,1.35557e-08,0.0032
100.0,8.71591e-09,0.0034
101.0,5.5236e-09,0.0035
102.0,3.44901e-09,0.0037
103.0,2.08618e-09,0.0038
104.0,1.17701e-09,0.0041
105.0,5.44128e-10,0.0043
