Cells,Energy,Value,Error
2.0,0.1,20148.5,0.0048
2.0,1.0,1138410.0,0.0041
2.0,5.0,572933.0,0.0043
2.0,10.0,140072.0,0.0053
2.0,20.0,25.9505,0.2338
2.0,total,1871590.0,0.0041
3.0,0.1,24814.5,0.0045
3.0,1.0,1400320.0,0.004
3.0,5.0,705362.0,0.0041
3.0,10.0,173103.0,0.0049
3.0,20.0,51.3998,0.1778
3.0,total,2303650.0,0.0039
4.0,0.1,34959.9,0.0046
4.0,1.0,1979330.0,0.0038
4.0,5.0,995000.0,0.004
4.0,10.0,244807.0,0.0048
4.0,20.0,75.7067,0.1609
4.0,total,3254170.0,0.0038
5.0,0.1,52627.6,0.0042
5.0,1.0,2972390.0,0.0036
5.0,5.0,1497310.0,0.0038
5.0,10.0,368435.0,0.0045
5.0,20.0,102.369,0.1511
5.0,total,4890860.0,0.0036
6.0,0.1,80554.8,0.0043
6.0,1.0,4556470.0,0.0035
6.0,5.0,2296660.0,0.0037
6.0,10.0,560281.0,0.0045
6.0,20.0,136.158,0.1659
6.0,total,7494110.0,0.0035
7.0,0.1,124498.0,0.0039
7.0,1.0,7031680.0,0.0034
7.0,5.0,3549510.0,0.0035
7.0,10.0,859965.0,0.0042
7.0,20.0,239.394,0.1404
7.0,total,11565900.0,0.0034
8.0,0.1,191689.0,0.0039
8.0,1.0,10815500.0,0.0033
8.0,5.0,5453900.0,0.0034
8.0,10.0,1321520.0,0.0041
8.0,20.0,469.182,0.141
8.0,total,17783000.0,0.0033
9.0,0.1,292040.0,0.0036
9.0,1.0,16540700.0,0.0032
9.0,5.0,8351040.0,0.0033
9.0,10.0,2016340.0,0.0039
9.0,20.0,631.63,0.1197
9.0,total,27200700.0,0.0032
10.0,0.1,443090.0,0.0037
10.0,1.0,25031200.0,0.0031
10.0,5.0,12653100.0,0.0032
10.0,10.0,3038790.0,0.0039
10.0,20.0,1183.72,0.1152
10.0,total,41167400.0,0.0031
11.0,0.1,663465.0,0.0034
11.0,1.0,37451700.0,0.003
11.0,5.0,18913000.0,0.0031
11.0,10.0,4521130.0,0.0036
11.0,20.0,1704.38,0.1027
