Cells,Value,Error
2.0,3158070.0,0.0044
3.0,3935860.0,0.0042
4.0,5665670.0,0.004
5.0,8705200.0,0.0038
6.0,13666500.0,0.0036
7.0,21595900.0,0.0035
8.0,34022600.0,0.0034
9.0,53352900.0,0.0032
10.0,82998900.0,0.0031
11.0,127838000.0,0.003
12.0,194680000.0,0.003
13.0,293650000.0,0.0029
14.0,436650000.0,0.0028
15.0,639570000.0,0.0027
16.0,920360000.0,0.0027
17.0,1294750000.0,0.0026
18.0,1771280000.0,0.0026
19.0,2339970000.0,0.0025
20.0,2948590000.0,0.0025
21.0,3488060000.0,0.0024
22.0,3686810000.0,0.0025
24.0,3819990000.0,0.0024
25.0,6026320000.0,0.0021
26.0,12016700000.0,0.0019
27.0,26493400000.0,0.0016
28.0,68243800000.0,0.0013
29.0,188393000000.0,0.0012
30.0,473444000000.0,0.0011
31.0,861133000000.0,0.001
33.0,1614290000000.0,0.0009
34.0,3151860000000.0,0.0008
35.0,4144010000000.0,0.0007
36.0,7436190000000.0,0.0006
37.0,11311800000000.0,0.0006
38.0,22234400000000.0,0.0005
39.0,29903300000000.0,0.0005
40.0,51674700000000.0,0.0004
41.0,66450900000000.0,0.0004
42.0,107455000000000.0,0.0004
43.0,125032000000000.0,0.0003
44.0,168062000000000.0,0.0003
45.0,192101000000000.0,0.0003
46.0,263879000000000.0,0.0003
47.0,294216000000000.0,0.0003
48.0,306468000000000.0,0.0003
49.0,348944000000000.0,0.0003
53.0,433304000000000.0,0.0002
54.0,391607000000000.0,0.0002
55.0,377698000000000.0,0.0002
56.0,346522000000000.0,0.0001
57.0,266545000000000.0,0.0001
58.0,237352000000000.0,0.0001
59.0,182494000000000.0,0.0002
60.0,158748000000000.0,0.0002
61.0,99723600000000.0,0.0002
62.0,77603100000000.0,0.0002
63.0,44851800000000.0,0.0002
64.0,33180300000000.0,0.0002
65.0,16744200000000.0,0.0003
66.0,10916000000000.0,0.0003
67.0,6038760000000.0,0.0003
68.0,4551850000000.0,0.0004
69.0,2290240000000.0,0.0004
71.0,1193460000000.0,0.0005
72.0,708261000000.0,0.0005
73.0,357046000000.0,0.0006
74.0,161942000000.0,0.0006
75.0,73793600000.0,0.0007
76.0,35060200000.0,0.0008
77.0,17388100000.0,0.001
78.0,8924300000.0,0.0011
79.0,4726960000.0,0.0013
80.0,2612260000.0,0.0015
81.0,1565990000.0,0.0017
82.0,879650000.0,0.0019
83.0,559307000.0,0.0021
85.0,535226000.0,0.0022
86.0,507371000.0,0.0022
87.0,427016000.0,0.0022
88.0,336960000.0,0.0023
89.0,253479000.0,0.0023
90.0,184169000.0,0.0024
91.0,130243000.0,0.0024
92.0,90143800.0,0.0025
93.0,61233000.0,0.0026
94.0,40904400.0,0.0026
95.0,26934600.0,0.0027
96.0,17538600.0,0.0028
97.0,11284500.0,0.0029
98.0,7186230.0,0.0031
99.0,4545780.0,0.0032
100.0,2851020.0,0.0033
101.0,1770060.0,0.0035
102.0,1083650.0,0.0037
103.0,645674.0,0.0038
104.0,358302.0,0.004
105.0,150053.0,0.0042
