Cells,Value,Error
47.0,6.85221,0.0004
45.0,3.92873,0.0004
43.0,2.48426,0.0004
41.0,1.14647,0.0004
39.0,0.413996,0.0005
37.0,0.134277,0.0007
35.0,0.0417261,0.0009
33.0,0.0163599,0.0011
26.0,0.000114324,0.0023
30.0,0.003298,0.0013
29.0,0.00127663,0.0016
28.0,0.000542459,0.0018
27.0,0.000241176,0.0021
21.0,3.35818e-05,0.0026
55.0,10.3353,0.0002
57.0,6.13244,0.0002
59.0,3.89156,0.0002
61.0,1.77749,0.0002
63.0,0.629204,0.0003
65.0,0.199305,0.0003
67.0,0.0606345,0.0004
69.0,0.0231626,0.0005
72.0,0.00495287,0.0006
73.0,0.00231427,0.0007
74.0,0.00116207,0.0009
75.0,0.000603877,0.001
76.0,0.000320747,0.0011
77.0,0.000172512,0.0013
78.0,9.3687e-05,0.0014
79.0,5.13032e-05,0.0016
80.0,2.83376e-05,0.0018
81.0,1.63929e-05,0.002
86.0,4.96375e-06,0.0023
