Cells,Value,Error
2.0,1871590.0,0.0041
3.0,2303650.0,0.0039
4.0,3254170.0,0.0038
5.0,4890860.0,0.0036
6.0,7494110.0,0.0035
7.0,11565900.0,0.0034
8.0,17783000.0,0.0033
9.0,27200700.0,0.0032
10.0,41167400.0,0.0031
11.0,61551000.0,0.003
12.0,90769800.0,0.0029
13.0,131988000.0,0.0029
14.0,189340000.0,0.0028
15.0,266419000.0,0.0027
16.0,368442000.0,0.0027
17.0,499781000.0,0.0026
18.0,666354000.0,0.0026
19.0,880571000.0,0.0024
20.0,1179970000.0,0.0023
21.0,1575950000.0,0.002
22.0,1633700000.0,0.0023
24.0,1769500000.0,0.0018
25.0,6998010000.0,0.0016
26.0,21176900000.0,0.0014
27.0,48268200000.0,0.0013
28.0,106978000000.0,0.0012
29.0,219455000000.0,0.0011
30.0,356497000000.0,0.001
31.0,508410000000.0,0.0009
33.0,1690840000000.0,0.0007
34.0,3639400000000.0,0.0007
35.0,5008710000000.0,0.0006
36.0,7551290000000.0,0.0006
37.0,12640800000000.0,0.0005
38.0,24622600000000.0,0.0005
39.0,37645800000000.0,0.0004
40.0,65177000000000.0,0.0004
41.0,99019500000000.0,0.0003
42.0,170998000000000.0,0.0003
43.0,210288000000000.0,0.0003
44.0,278193000000000.0,0.0003
45.0,308401000000000.0,0.0003
46.0,378557000000000.0,0.0003
47.0,393810000000000.0,0.0003
48.0,412789000000000.0,0.0003
49.0,419216000000000.0,0.0003
53.0,476660000000000.0,0.0003
54.0,475481000000000.0,0.0002
55.0,460943000000000.0,0.0002
56.0,448078000000000.0,0.0002
57.0,379372000000000.0,0.0002
58.0,348310000000000.0,0.0002
59.0,272986000000000.0,0.0001
60.0,226912000000000.0,0.0002
61.0,135737000000000.0,0.0001
62.0,91643400000000.0,0.0002
63.0,53572600000000.0,0.0002
64.0,35363400000000.0,0.0002
65.0,18177200000000.0,0.0002
66.0,10867900000000.0,0.0003
67.0,7189760000000.0,0.0003
68.0,5190320000000.0,0.0004
69.0,2392820000000.0,0.0004
71.0,695420000000.0,0.0005
72.0,506383000000.0,0.0005
73.0,365945000000.0,0.0005
74.0,220530000000.0,0.0006
75.0,121714000000.0,0.0006
76.0,64892000000.0,0.0007
77.0,34336400000.0,0.0008
78.0,18207900000.0,0.0008
79.0,9728680000.0,0.0009
80.0,5238980000.0,0.0011
81.0,2780770000.0,0.0012
82.0,1041160000.0,0.0013
83.0,266558000.0,0.0017
85.0,240736000.0,0.0023
86.0,230592000.0,0.0019
87.0,172785000.0,0.0021
88.0,128120000.0,0.0022
89.0,95845400.0,0.0023
90.0,71173100.0,0.0024
91.0,52107400.0,0.0025
92.0,37460700.0,0.0026
93.0,26421800.0,0.0026
94.0,18349500.0,0.0027
95.0,12503900.0,0.0027
96.0,8406540.0,0.0028
97.0,5569730.0,0.0029
98.0,3649160.0,0.003
99.0,2370830.0,0.0031
100.0,1522500.0,0.0032
101.0,965004.0,0.0034
102.0,602665.0,0.0035
103.0,364764.0,0.0037
104.0,206429.0,0.0038
105.0,95397.9,0.0041
