Cells,Energy,Value,Error
2.0,1.00001e-07,29621.9,0.0063
2.0,4.13994e-07,83894.6,0.0052
2.0,5.31579e-07,22806.1,0.0063
2.0,6.8256e-07,25461.5,0.0061
2.0,8.76425e-07,28263.6,0.0059
2.0,1.12535e-06,30639.4,0.0058
2.0,1.44498e-06,32903.7,0.0057
2.0,1.85539e-06,35310.0,0.0056
2.0,2.38237e-06,37660.4,0.0055
2.0,3.05902e-06,39685.3,0.0055
2.0,3.92786e-06,41594.6,0.0054
2.0,5.04348e-06,43109.1,0.0054
2.0,6.47595e-06,44470.2,0.0054
2.0,8.31529e-06,45779.9,0.0053
2.0,1.0677e-05,46639.0,0.0053
2.0,1.37096e-05,47349.4,0.0053
2.0,1.76035e-05,48106.8,0.0053
2.0,2.26033e-05,48098.2,0.0054
2.0,2.90232e-05,47599.8,0.0054
2.0,3.72665e-05,46189.1,0.0054
2.0,4.78512e-05,44125.9,0.0054
2.0,6.14421e-05,50933.8,0.0053
2.0,7.88932e-05,50941.7,0.0053
2.0,0.000101301,50251.6,0.0054
2.0,0.000130073,49517.7,0.0054
2.0,0.000167017,50105.7,0.0054
2.0,0.000214454,51567.3,0.0054
2.0,0.000275364,55464.0,0.0053
2.0,0.000353575,36883.0,0.0054
2.0,0.000453999,44010.3,0.0055
2.0,0.000582947,49435.9,0.0055
2.0,0.000748518,55113.9,0.0054
2.0,0.000961117,58452.8,0.0054
2.0,0.0012341,54386.6,0.0054
2.0,0.00158461,65880.4,0.0054
2.0,0.00203468,68138.4,0.0053
2.0,0.00224867,13444.5,0.006
2.0,0.00248517,16802.8,0.0059
2.0,0.00261259,7120.9,0.0068
2.0,0.00274654,8910.21,0.0067
2.0,0.00303539,23940.5,0.006
2.0,0.00335463,25786.2,0.0059
2.0,0.00370744,25883.2,0.0059
2.0,0.00430742,32437.7,0.0057
2.0,0.00553084,54155.3,0.0055
2.0,0.00710174,54239.6,0.0055
2.0,0.00911882,40364.7,0.0056
2.0,0.0105946,32420.6,0.0059
2.0,0.0117088,24237.9,0.0061
2.0,0.0150344,57701.9,0.0056
2.0,0.0193045,51167.2,0.0057
2.0,0.0218749,34730.3,0.0061
2.0,0.0235786,25971.7,0.0065
2.0,0.0241755,10868.0,0.0079
2.0,0.0247875,13781.3,0.0076
2.0,0.0260584,17454.1,0.0067
2.0,0.0270001,9314.81,0.0074
2.0,0.0285011,4224.87,0.0071
2.0,0.0318278,15472.4,0.0065
2.0,0.0343067,15925.4,0.0067
2.0,0.0408677,42985.9,0.0061
2.0,0.0463092,35707.9,0.0063
2.0,0.0524752,36340.2,0.0063
2.0,0.0565622,17991.0,0.0069
2.0,0.0673795,51347.4,0.0061
2.0,0.0720245,24267.4,0.0068
2.0,0.0794987,27554.9,0.0067
2.0,0.0825034,14153.9,0.0077
2.0,0.086517,8796.1,0.0079
2.0,0.0980365,33366.3,0.0065
2.0,0.11109,33570.0,0.0066
2.0,0.116786,16930.5,0.0076
2.0,0.122773,19622.0,0.0075
2.0,0.129068,19756.2,0.0075
2.0,0.135686,21648.7,0.0074
2.0,0.142642,12540.4,0.008
2.0,0.149956,10780.9,0.008
2.0,0.157644,15144.6,0.0078
2.0,0.165727,15730.0,0.0078
2.0,0.174224,14468.5,0.008
2.0,0.183156,17793.3,0.0077
2.0,0.192547,12961.8,0.0081
2.0,0.202419,11906.9,0.0082
2.0,0.212797,13824.8,0.0081
2.0,0.223708,14823.2,0.0081
2.0,0.235177,14850.6,0.0082
2.0,0.247235,14781.8,0.0083
2.0,0.273237,33760.5,0.0073
2.0,0.287246,13204.1,0.0087
2.0,0.294518,7077.8,0.0105
2.0,0.297211,3039.7,0.0147
2.0,0.298491,1437.51,0.0201
2.0,0.301974,4080.81,0.0132
2.0,0.333733,27209.2,0.0079
2.0,0.368832,25561.5,0.0081
2.0,0.387742,11550.9,0.0095
2.0,0.407622,8642.07,0.0101
2.0,0.450492,16497.8,0.0089
2.0,0.497871,20181.5,0.0088
2.0,0.523397,10238.3,0.0103
2.0,0.550232,9690.02,0.0106
2.0,0.578443,10275.9,0.0108
2.0,0.608101,10282.3,0.0112
2.0,0.639279,8214.86,0.0118
2.0,0.672055,7839.61,0.0121
2.0,0.706512,6816.24,0.0129
2.0,0.742736,5491.47,0.0138
2.0,0.780817,4409.89,0.0146
2.0,0.82085,4095.25,0.0153
2.0,0.862936,3976.61,0.016
2.0,0.90718,3326.62,0.0168
2.0,0.961672,3567.51,0.0169
2.0,1.00259,1942.14,0.0198
2.0,1.10803,4905.26,0.0157
2.0,1.16484,2484.03,0.0191
2.0,1.22456,2418.9,0.0198
2.0,1.28735,1880.81,0.0211
2.0,1.35335,1774.86,0.022
2.0,1.42274,1823.56,0.0225
2.0,1.49569,1487.42,0.0242
2.0,1.57237,1418.78,0.0249
2.0,1.65299,1378.01,0.0255
2.0,1.73774,1410.06,0.0258
2.0,1.82684,1297.99,0.0259
2.0,1.9205,1114.63,0.0276
2.0,2.01897,1009.05,0.0289
2.0,2.12248,939.568,0.0306
2.0,2.2313,930.735,0.0321
2.0,2.30693,627.582,0.0356
2.0,2.3457,287.073,0.0504
2.0,2.36533,148.712,0.0681
2.0,2.38513,148.248,0.0649
2.0,2.46597,529.321,0.0392
2.0,2.5924,692.311,0.0349
2.0,2.72532,664.142,0.0364
2.0,2.86505,625.69,0.0387
2.0,3.01194,637.016,0.0374
2.0,3.16637,520.616,0.0408
2.0,3.32871,470.369,0.044
2.0,3.67879,813.369,0.0335
2.0,4.0657,678.782,0.0371
2.0,4.49329,631.715,0.0388
2.0,4.72367,309.424,0.0537
2.0,4.96585,316.343,0.0531
2.0,5.22046,279.33,0.0559
2.0,5.48812,233.756,0.057
2.0,5.7695,246.291,0.0604
2.0,6.06531,244.362,0.0596
2.0,6.37628,255.746,0.0631
2.0,6.59241,170.703,0.072
2.0,6.7032,71.0195,0.0999
2.0,7.04688,276.47,0.0612
2.0,7.40818,289.741,0.057
2.0,7.78801,266.819,0.0599
2.0,8.18731,321.465,0.0565
2.0,8.60708,376.515,0.0546
2.0,9.04837,375.895,0.0528
2.0,9.51229,356.777,0.0551
2.0,10.0,375.93,0.0537
2.0,10.5127,440.928,0.0528
2.0,11.0517,461.58,0.0489
2.0,11.6183,544.134,0.0452
2.0,12.214,770.069,0.0418
2.0,12.5232,493.371,0.0514
2.0,12.8403,517.541,0.0496
2.0,13.4986,1474.89,0.0323
2.0,13.8403,1170.49,0.0366
2.0,14.1907,752.57,0.0478
2.0,14.5499,114.722,0.1377
2.0,14.9182,8.48338,0.5548
2.0,15.6831,0.0,0.0
2.0,16.4872,0.0,0.0
2.0,16.9046,0.0,0.0
2.0,17.3325,0.0,0.0
2.0,19.6403,0.0,0.0
2.0,total,3158070.0,0.0044
3.0,1.00001e-07,36719.4,0.0058
3.0,4.13994e-07,102729.0,0.0049
3.0,5.31579e-07,28124.7,0.0058
3.0,6.8256e-07,31402.9,0.0056
3.0,8.76425e-07,34804.8,0.0055
3.0,1.12535e-06,37821.4,0.0054
3.0,1.44498e-06,41223.1,0.0053
3.0,1.85539e-06,44033.0,0.0052
3.0,2.38237e-06,46578.0,0.0052
3.0,3.05902e-06,49226.6,0.0051
3.0,3.92786e-06,51007.6,0.0051
3.0,5.04348e-06,53224.0,0.0051
3.0,6.47595e-06,54959.6,0.005
3.0,8.31529e-06,56132.8,0.005
3.0,1.0677e-05,57650.4,0.005
3.0,1.37096e-05,58158.7,0.005
3.0,1.76035e-05,59198.4,0.0051
3.0,2.26033e-05,59590.5,0.005
3.0,2.90232e-05,58781.5,0.0051
3.0,3.72665e-05,56988.0,0.0051
3.0,4.78512e-05,54720.7,0.0051
3.0,6.14421e-05,63473.1,0.0051
3.0,7.88932e-05,63027.8,0.0051
3.0,0.000101301,62122.1,0.0051
3.0,0.000130073,61232.4,0.0051
3.0,0.000167017,61802.2,0.0051
3.0,0.000214454,64048.9,0.0051
3.0,0.000275364,68773.3,0.005
3.0,0.000353575,45909.7,0.0051
3.0,0.000453999,54642.4,0.0052
3.0,0.000582947,61373.3,0.0052
3.0,0.000748518,68273.3,0.0051
3.0,0.000961117,72180.0,0.0051
