Cells,Value,Error
2.0,1.09174e-08,0.0043
3.0,1.34717e-08,0.0041
4.0,1.90586e-08,0.0039
5.0,2.87025e-08,0.0037
6.0,4.39788e-08,0.0036
7.0,6.79248e-08,0.0035
8.0,1.04642e-07,0.0034
9.0,1.60346e-07,0.0032
10.0,2.43025e-07,0.0032
11.0,3.64076e-07,0.0031
12.0,5.38084e-07,0.003
13.0,7.84689e-07,0.0029
14.0,1.1269e-06,0.0029
15.0,1.59102e-06,0.0028
16.0,2.205e-06,0.0028
17.0,2.99991e-06,0.0027
18.0,4.0022e-06,0.0026
19.0,5.29503e-06,0.0025
20.0,7.08448e-06,0.0024
21.0,9.81999e-06,0.0022
22.0,2.27934e-05,0.0023
24.0,2.70521e-05,0.0019
25.0,4.44035e-05,0.0017
26.0,0.00013828,0.0015
27.0,0.000317332,0.0014
28.0,0.000720218,0.0012
29.0,0.0015334,0.0011
30.0,0.00260662,0.0011
31.0,0.00321963,0.001
33.0,0.0100482,0.0008
34.0,0.0482156,0.0008
35.0,0.0309989,0.0007
36.0,0.113218,0.0007
37.0,0.0757244,0.0005
38.0,0.383284,0.0005
39.0,0.225833,0.0004
40.0,1.04928,0.0004
41.0,0.597446,0.0003
42.0,2.75677,0.0003
43.0,1.33081,0.0003
44.0,4.89208,0.0003
45.0,2.01966,0.0003
46.0,7.47578,0.0003
47.0,2.61797,0.0004
48.0,2.87182,0.0003
49.0,5.93257,0.0003
53.0,8.13312,0.0002
54.0,3.50608,0.0002
55.0,3.22093,0.0003
56.0,10.8016,0.0001
57.0,2.57012,0.0002
58.0,7.19637,0.0001
59.0,1.76608,0.0002
60.0,4.1041,0.0001
61.0,0.829105,0.0002
62.0,1.56938,0.0002
63.0,0.323737,0.0002
64.0,0.56798,0.0003
65.0,0.109289,0.0003
66.0,0.165089,0.0003
67.0,0.0446144,0.0003
68.0,0.069209,0.0004
69.0,0.0142498,0.0004
71.0,0.00439774,0.0005
72.0,0.00372445,0.0005
73.0,0.00259481,0.0006
74.0,0.00151238,0.0006
75.0,0.000813049,0.0007
76.0,0.000425851,0.0007
77.0,0.000222897,0.0008
78.0,0.000117438,0.0009
79.0,6.25965e-05,0.001
80.0,3.37267e-05,0.0012
81.0,1.79768e-05,0.0013
82.0,6.54647e-06,0.0015
83.0,4.00761e-06,0.0017
85.0,3.31414e-06,0.0021
86.0,1.43009e-06,0.002
87.0,1.03536e-06,0.0022
88.0,7.68635e-07,0.0024
89.0,5.75737e-07,0.0024
90.0,4.27289e-07,0.0025
91.0,3.12037e-07,0.0026
92.0,2.23874e-07,0.0027
93.0,1.57446e-07,0.0027
94.0,1.09036e-07,0.0028
95.0,7.40698e-08,0.0028
96.0,4.96887e-08,0.0029
97.0,3.28452e-08,0.003
98.0,2.14811e-08,0.0031
99.0,1.39367e-08,0.0032
100.0,8.94462e-09,0.0034
101.0,5.66063e-09,0.0035
102.0,3.53076e-09,0.0037
103.0,2.13406e-09,0.0038
104.0,1.20403e-09,0.004
105.0,5.57419e-10,0.0043
