Cells,Value,Error
2.0,2.14913e-10,0.0068
3.0,2.73501e-10,0.0064
4.0,4.05631e-10,0.006
5.0,6.45197e-10,0.0055
6.0,1.05234e-09,0.0052
7.0,1.72788e-09,0.0049
8.0,2.84461e-09,0.0047
9.0,4.66701e-09,0.0044
10.0,7.65018e-09,0.0042
11.0,1.25021e-08,0.004
12.0,2.0362e-08,0.0039
13.0,3.3003e-08,0.0037
14.0,5.33542e-08,0.0036
15.0,8.60143e-08,0.0034
16.0,1.3826e-07,0.0033
17.0,2.2098e-07,0.0032
18.0,3.51715e-07,0.0031
19.0,5.56901e-07,0.003
20.0,8.79845e-07,0.0029
21.0,1.39282e-06,0.0028
22.0,1.4172e-05,0.0027
24.0,8.0838e-06,0.0024
25.0,2.68666e-06,0.0029
26.0,1.44995e-05,0.0023
27.0,3.06849e-05,0.002
28.0,6.98823e-05,0.0018
29.0,0.000167361,0.0015
30.0,0.000435726,0.0013
31.0,0.000288533,0.0015
33.0,0.000461526,0.0012
34.0,0.0297544,0.0009
35.0,0.00133409,0.001
36.0,0.0751001,0.0008
37.0,0.00419446,0.0008
38.0,0.260977,0.0006
39.0,0.0139503,0.0006
40.0,0.730196,0.0005
41.0,0.0419761,0.0005
42.0,1.90653,0.0004
43.0,0.102265,0.0004
44.0,3.4374,0.0004
45.0,0.175439,0.0004
46.0,5.56074,0.0003
47.0,0.319602,0.0004
48.0,0.425213,0.0004
49.0,4.30647,0.0003
53.0,6.23153,0.0002
54.0,0.651129,0.0002
55.0,0.491281,0.0002
56.0,8.48392,0.0001
57.0,0.277707,0.0002
58.0,5.35503,0.0002
59.0,0.162773,0.0002
60.0,2.96869,0.0002
61.0,0.0659192,0.0002
62.0,1.11867,0.0002
63.0,0.0213388,0.0003
64.0,0.391836,0.0003
65.0,0.00623353,0.0004
66.0,0.110161,0.0004
67.0,0.00193555,0.0005
68.0,0.0428666,0.0005
69.0,0.000653275,0.0006
71.0,0.000389247,0.0007
72.0,0.000654859,0.0006
73.0,0.000305287,0.0007
74.0,0.000151215,0.0008
75.0,7.75429e-05,0.001
76.0,4.07776e-05,0.0011
77.0,2.17859e-05,0.0012
78.0,1.17773e-05,0.0014
79.0,6.43042e-06,0.0016
80.0,3.55172e-06,0.0018
81.0,2.0616e-06,0.002
82.0,4.22792e-07,0.0025
83.0,1.17357e-06,0.0022
85.0,2.06389e-06,0.0024
86.0,2.06072e-07,0.0025
87.0,1.29829e-07,0.0026
88.0,8.17889e-08,0.0027
89.0,5.12613e-08,0.0028
90.0,3.19686e-08,0.003
91.0,1.98422e-08,0.0031
92.0,1.22769e-08,0.0032
93.0,7.56418e-09,0.0034
94.0,4.63897e-09,0.0036
95.0,2.8346e-09,0.0037
96.0,1.72637e-09,0.0039
97.0,1.04746e-09,0.0041
98.0,6.33292e-10,0.0044
99.0,3.80969e-10,0.0046
100.0,2.28716e-10,0.0049
101.0,1.3703e-10,0.0052
102.0,8.17485e-11,0.0055
103.0,4.78764e-11,0.0059
104.0,2.70211e-11,0.0064
105.0,1.32911e-11,0.0072
