Cells,Value,Error
510.0,8.07238e-05,0.0009
511.0,1.30582e-05,0.0023
512.0,3.11824e-06,0.004
513.0,8.92201e-07,0.0057
514.0,2.90439e-07,0.0074
515.0,5.91503e-08,0.0111
516.0,2.46381e-08,0.0129
517.0,8.33573e-09,0.0165
518.0,3.10397e-09,0.0197
519.0,1.14106e-09,0.0255
520.0,3.87408e-10,0.0292
521.0,1.45906e-10,0.0339
522.0,5.26635e-11,0.0399
523.0,2.62908e-11,0.0428
