Tally N.,Tally Description,Energy,Value,Error
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1e-07,8.79402e-09,2.76881e-09
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.1399e-07,3.25385e-08,5.05196e-09
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.3158e-07,1.83104e-08,3.72287e-09
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.825599999999999e-07,3.5198e-08,7.06043e-09
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.7643e-07,4.11743e-08,7.40421e-09
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.1252999999999998e-06,7.10083e-08,1.02342e-08
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.445e-06,9.94926e-08,1.23407e-08
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.8554e-06,1.78228e-07,1.87865e-08
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.3824e-06,2.36887e-07,2.37698e-08
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.059e-06,3.32215e-07,3.20194e-08
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.9279e-06,4.17132e-07,3.31547e-08
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.043499999999999e-06,6.53846e-07,4.62547e-08
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.4759e-06,1.00488e-06,6.22975e-08
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.3153e-06,1.55799e-06,7.79441e-08
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.0677e-05,2.20456e-06,1.06788e-07
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.371e-05,3.22593e-06,1.30352e-07
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.7604e-05,4.91618e-06,1.66321e-07
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.2603e-05,6.51312e-06,2.19332e-07
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.9023e-05,1.04949e-05,3.19268e-07
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.7266e-05,1.42801e-05,3.38058e-07
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.7851e-05,2.19963e-05,4.30263e-07
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.1442e-05,3.15103e-05,6.26406e-07
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,7.889299999999999e-05,4.67202e-05,7.04993e-07
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001013,7.009e-05,8.54317e-07
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001300699999999,0.000102951,1.21432e-06
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.00016702,0.000158323,1.47335e-06
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002144499999999,0.000232665,1.84256e-06
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.00027536,0.000356222,2.69786e-06
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.00035358,0.000559357,3.1511e-06
4,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000454,0.000888156,4.33114e-06
