Value,Error,Energy
0.3326672156525921,0.002959973820372743,0.1 - 1
1.7750921387451215,0.005179479322594191,1 - 3.5
0.5873930511946251,0.007484015159681364,3.5 - 10
0.00233891342701754,0.04672729323235925,10 - 20
