User,Segments,Value,Error
0.0,1,146270000000000.0,0.0135
0.0,2,40262300000000.0,0.0001
0.0,3,355645000000000.0,0.0088
1.0,1,32126300000000.0,0.0554
1.0,2,9975560000000.0,0.0009
1.0,3,89629800000000.0,0.0424
