Cells,Value,Error
4.0,335381.0,0.0004
5.0,671442.0,0.0003
6.0,335865.0,0.0004
7.0,446011.0,0.0003
8.0,891900.0,0.0002
9.0,446136.0,0.0003
10.0,511994.0,0.0003
11.0,1024590.0,0.0002
12.0,512473.0,0.0003
13.0,509896.0,0.0003
14.0,1020600.0,0.0002
15.0,510704.0,0.0003
16.0,425255.0,0.0003
17.0,850625.0,0.0002
18.0,425219.0,0.0003
19.0,341156.0,0.0004
20.0,682807.0,0.0003
21.0,341347.0,0.0004
22.0,1075800.0,0.0002
23.0,2155090.0,0.0002
24.0,1077620.0,0.0002
25.0,984734.0,0.0002
26.0,983926.0,0.0002
27.0,457485.0,0.0003
28.0,996536.0,0.0002
29.0,920366.0,0.0002
30.0,998382.0,0.0002
31.0,458651.0,0.0003
32.0,450610.0,0.0003
33.0,907448.0,0.0002
34.0,899209.0,0.0002
35.0,907579.0,0.0002
36.0,450214.0,0.0003
37.0,613738.0,0.0003
38.0,1049890.0,0.0002
39.0,1244670.0,0.0002
40.0,1039940.0,0.0002
41.0,612905.0,0.0003
42.0,1253870.0,0.0002
43.0,1261230.0,0.0002
44.0,1276460.0,0.0002
45.0,1271050.0,0.0002
46.0,698055.0,0.0003
47.0,1241000.0,0.0002
48.0,1380320.0,0.0002
49.0,1231250.0,0.0002
50.0,696283.0,0.0003
51.0,575359.0,0.0003
52.0,1151350.0,0.0002
53.0,1148730.0,0.0002
54.0,1152090.0,0.0002
55.0,574214.0,0.0003
56.0,533060.0,0.0003
57.0,1026470.0,0.0002
58.0,1054640.0,0.0002
59.0,1053080.0,0.0002
60.0,530252.0,0.0003
61.0,521797.0,0.0003
62.0,1049970.0,0.0002
63.0,1036790.0,0.0002
64.0,1034500.0,0.0002
65.0,1036670.0,0.0002
66.0,1036940.0,0.0002
67.0,516692.0,0.0003
