User,Segments,Value,Error
0.0,1,0.0,0.0
0.0,2,18754000000000.0,0.0001
0.0,3,10259600000000.0,0.0439
1.0,1,0.0,0.0
1.0,2,3198180000000.0,0.0004
1.0,3,1757550000000.0,0.1039
