User,Segments,Value,Error
0.0,1,0.0,0.0
0.0,2,12535000000000.0,0.0002
0.0,3,20090500000000.0,0.0002
0.0,4,26244400000000.0,0.0002
0.0,5,26034200000000.0,0.0002
0.0,6,19664300000000.0,0.0002
0.0,7,12223600000000.0,0.0002
0.0,8,0.0,0.0
1.0,1,0.0,0.0
1.0,2,3032690000000.0,0.0005
1.0,3,3376190000000.0,0.0005
1.0,4,3679710000000.0,0.0004
1.0,5,3648910000000.0,0.0004
1.0,6,3282090000000.0,0.0005
1.0,7,2863440000000.0,0.0005
1.0,8,0.0,0.0
