Value,Error,Energy,Angle
7.90299916379623e-06,0.017648572640072475,0.01 - 0.1,0 deg
2.918826937180659e-05,0.010825510118428609,0.1 - 1,0 deg
7.157773046124613e-07,0.047226021949433025,1 - 3.5,0 deg
2.0295132838502207e-08,0.5322555754242365,3.5 - 10,0 deg
2.2117541654954563e-07,0.11373898413382612,10 - 20,0 deg
