Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,5.436915160308637e-08,0.009632571206239046,0.01,0.1,24.9 deg
0.1 - 1,3.7493246726332056e-07,0.002975980597376197,0.1,1.0,24.9 deg
1 - 3.5,1.0369417301344846e-06,0.00253912479280435,1.0,3.5,24.9 deg
3.5 - 10,1.1074537989520761e-06,0.0033492331571941644,3.5,10.0,24.9 deg
10 - 20,6.901785196811127e-06,0.0029716724704841177,10.0,20.0,24.9 deg
