Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,1.5823243801437315e-07,0.005270396761101579,0.01,0.1,12.2 deg
0.1 - 1,3.4004099669641382e-06,0.0011605083184762141,0.1,1.0,12.2 deg
1 - 3.5,6.218120423335934e-06,0.0016155563597185923,1.0,3.5,12.2 deg
3.5 - 10,1.0217799520201969e-06,0.007206558958456168,3.5,10.0,12.2 deg
10 - 20,1.4555628267649655e-05,0.0038473335258498538,10.0,20.0,12.2 deg
