Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,6.636608282793011e-08,0.007979781868011886,0.01,0.1,0 deg
0.1 - 1,1.8417999677421545e-06,0.0009714858003745998,0.1,1.0,0 deg
1 - 3.5,8.999186824256518e-06,0.0006248127420534939,1.0,3.5,0 deg
3.5 - 10,5.865659387718263e-06,0.0011118197180377148,3.5,10.0,0 deg
10 - 20,0.0003537564430283273,0.0002269076930637828,10.0,20.0,0 deg
