Energy,Value,Error,Angle
0.488405,6.310703368655223e-08,0.0039,0 deg
0.50077,2.17253991981321e-07,0.027,0 deg
0.513445,2.1484556057593003e-07,0.0273,0 deg
0.52644,2.216316073960904e-07,0.0269,0 deg
0.53977,2.0671798925795642e-07,0.027,0 deg
0.553435,2.1573054982301908e-07,0.0264,0 deg
0.567445,2.2304710378961076e-07,0.0261,0 deg
0.58181,2.2500984963755657e-07,0.0263,0 deg
0.596535,2.3095199962622836e-07,0.026,0 deg
0.61164,2.439882457372169e-07,0.0255,0 deg
0.627125,2.4116862292626675e-07,0.0252,0 deg
0.643,2.5156885837306503e-07,0.0255,0 deg
0.65928,2.60500423152521e-07,0.0249,0 deg
0.67597,2.578626258726079e-07,0.0257,0 deg
0.69308,2.453464296557695e-07,0.0254,0 deg
0.710625,2.5887628309654954e-07,0.0245,0 deg
0.728615,2.6448437529695867e-07,0.0248,0 deg
0.74706,2.6794006344705803e-07,0.0247,0 deg
0.76597,2.754687326546179e-07,0.024,0 deg
0.78536,2.7845203359577425e-07,0.024,0 deg
0.805245,2.7828978215191503e-07,0.0238,0 deg
0.82563,2.8748344823484967e-07,0.0239,0 deg
0.84653,2.779505217998285e-07,0.0229,0 deg
0.86796,2.915345206168121e-07,0.0236,0 deg
0.88993,2.9634225943083373e-07,0.0231,0 deg
0.912455,3.011526515175553e-07,0.0231,0 deg
0.935555,3.1165185329292815e-07,0.022,0 deg
0.95924,3.1697545274589297e-07,0.0222,0 deg
0.983525,3.2599754542295703e-07,0.0219,0 deg
1.00841,3.2727066025260085e-07,0.0214,0 deg
1.03395,3.340040087085409e-07,0.0215,0 deg
1.06015,3.4398992750883217e-07,0.0215,0 deg
1.087,3.5917628051170067e-07,0.0211,0 deg
1.1145,3.633702950207995e-07,0.0204,0 deg
1.1427,3.765514041940652e-07,0.0204,0 deg
1.17165,3.6931142399714946e-07,0.0202,0 deg
1.2013,3.8990421138947215e-07,0.0198,0 deg
1.2317,4.017642298212269e-07,0.0195,0 deg
1.2629,3.9389758787254143e-07,0.0192,0 deg
1.29485,4.1588292689466046e-07,0.0189,0 deg
1.3276,4.325376273112345e-07,0.019,0 deg
1.3612,4.302016096608882e-07,0.0188,0 deg
1.39565,4.354756049318345e-07,0.0186,0 deg
1.431,4.60568009470942e-07,0.0181,0 deg
1.46725,4.6897635372565907e-07,0.0174,0 deg
1.5044,4.806103508811825e-07,0.0173,0 deg
1.5425,4.845997792009445e-07,0.017,0 deg
1.58155,4.929542137929062e-07,0.0169,0 deg
1.62155,5.008306984727173e-07,0.0163,0 deg
1.6626,5.187486762938775e-07,0.0159,0 deg
1.7047,5.210165344528646e-07,0.016,0 deg
1.74785,5.454744962588305e-07,0.0154,0 deg
1.7921,5.625307520727695e-07,0.0149,0 deg
1.83745,5.860877997322044e-07,0.0149,0 deg
1.88395,5.910155913306516e-07,0.0146,0 deg
1.93165,6.00273794595713e-07,0.0145,0 deg
1.98055,6.404793863584637e-07,0.0136,0 deg
2.0307,6.807412405035006e-07,0.0138,0 deg
2.0821,5.137771910858534e-07,0.0178,0 deg
2.1348,5.680516676645893e-07,0.0164,0 deg
2.18885,6.829211366657818e-07,0.0138,0 deg
2.24425,6.915476013583064e-07,0.0136,0 deg
2.3011,6.657651108023067e-07,0.0133,0 deg
2.35935,6.706098314551438e-07,0.0133,0 deg
2.41905,6.729910144768773e-07,0.0136,0 deg
