Energy,Value,Error,Angle
0.488405,3.54574148486764e-08,0.0041,66.8 deg
0.50077,1.2215894908092032e-07,0.0352,66.8 deg
0.513445,1.2285764880986696e-07,0.0366,66.8 deg
0.52644,1.229104890008198e-07,0.0358,66.8 deg
0.53977,1.234799604212083e-07,0.0359,66.8 deg
0.553435,1.241784998082965e-07,0.0347,66.8 deg
0.567445,1.270300510993637e-07,0.0348,66.8 deg
0.58181,1.2909025476817952e-07,0.0351,66.8 deg
0.596535,1.3383461948643832e-07,0.0341,66.8 deg
0.61164,1.308544110311116e-07,0.0349,66.8 deg
0.627125,1.4190299857956195e-07,0.0335,66.8 deg
0.643,1.3167730227801679e-07,0.0343,66.8 deg
0.65928,1.2978087927683475e-07,0.0347,66.8 deg
0.67597,1.3546801726383196e-07,0.0346,66.8 deg
0.69308,1.351040376555601e-07,0.0341,66.8 deg
0.710625,1.3779913155606877e-07,0.0337,66.8 deg
0.728615,1.3640148661316984e-07,0.0342,66.8 deg
0.74706,1.479098142141101e-07,0.0327,66.8 deg
0.76597,1.4355354794510672e-07,0.0328,66.8 deg
0.78536,1.5849342803609682e-07,0.0328,66.8 deg
0.805245,1.5802799215591604e-07,0.0319,66.8 deg
0.82563,1.5756623987847096e-07,0.0317,66.8 deg
0.84653,1.5543597877418127e-07,0.0319,66.8 deg
0.86796,1.5364846356910263e-07,0.0317,66.8 deg
0.88993,1.5402619079902921e-07,0.0318,66.8 deg
0.912455,1.5786470320357656e-07,0.0316,66.8 deg
0.935555,1.706368353303438e-07,0.0311,66.8 deg
0.95924,1.6708605580841437e-07,0.031,66.8 deg
0.983525,1.7278668651419503e-07,0.0306,66.8 deg
1.00841,1.7348743152949726e-07,0.0298,66.8 deg
1.03395,1.6539854746260626e-07,0.0308,66.8 deg
1.06015,1.810862403004499e-07,0.0306,66.8 deg
1.087,1.8290645357282044e-07,0.0301,66.8 deg
1.1145,1.923494593276459e-07,0.0292,66.8 deg
1.1427,1.9356523910142832e-07,0.0291,66.8 deg
1.17165,2.006804507839508e-07,0.0282,66.8 deg
1.2013,1.9910655277125762e-07,0.0289,66.8 deg
1.2317,2.059247251632972e-07,0.0281,66.8 deg
1.2629,1.926134531830772e-07,0.0285,66.8 deg
1.29485,2.0165268759691986e-07,0.0286,66.8 deg
1.3276,1.9508372208053669e-07,0.0288,66.8 deg
1.3612,2.0013793161321083e-07,0.0287,66.8 deg
1.39565,2.0069183387640054e-07,0.0284,66.8 deg
1.431,2.240113277491086e-07,0.0273,66.8 deg
1.46725,2.1461921081077246e-07,0.0268,66.8 deg
1.5044,2.264031372065613e-07,0.027,66.8 deg
1.5425,2.0669060219483186e-07,0.0271,66.8 deg
1.58155,2.2967971296070574e-07,0.0257,66.8 deg
1.62155,2.148059354533649e-07,0.0263,66.8 deg
1.6626,2.2016178938803938e-07,0.0262,66.8 deg
1.7047,2.3120308664358906e-07,0.0259,66.8 deg
1.74785,2.3241972450968012e-07,0.0262,66.8 deg
1.7921,2.3772145929323104e-07,0.0263,66.8 deg
1.83745,2.3301778835290926e-07,0.0261,66.8 deg
1.88395,2.474338113749026e-07,0.0255,66.8 deg
1.93165,2.3281786217171466e-07,0.0252,66.8 deg
1.98055,2.4844976196096725e-07,0.0245,66.8 deg
2.0307,2.5222209582143783e-07,0.0258,66.8 deg
2.0821,2.1496502324241829e-07,0.0303,66.8 deg
