Energy,Value,Error,Angle
0.011927,9.298054857916947e-10,0.0361,41.8 deg
0.0125385,1.849300578974675e-08,0.0921,41.8 deg
0.0131815,1.882441677519073e-08,0.0902,41.8 deg
0.013857,2.1958857371461808e-08,0.0987,41.8 deg
0.0145675,2.3442427916808652e-08,0.0837,41.8 deg
0.0153145,2.6611836029515066e-08,0.0835,41.8 deg
0.0160995,2.287883436983553e-08,0.0868,41.8 deg
0.016925,3.0430007097575596e-08,0.0791,41.8 deg
0.017793,2.7330128695531273e-08,0.0824,41.8 deg
0.0187055,3.0094890278305014e-08,0.0743,41.8 deg
0.0196645,3.384177235216671e-08,0.0768,41.8 deg
0.0206725,3.815133772825214e-08,0.0661,41.8 deg
0.021732,3.781298015823508e-08,0.0637,41.8 deg
0.0228465,4.1981437089834886e-08,0.0631,41.8 deg
0.024018,4.395766223847304e-08,0.0608,41.8 deg
0.025249,4.196606700385317e-08,0.0611,41.8 deg
0.0265435,4.69735542183305e-08,0.0638,41.8 deg
0.0279045,4.150625191299734e-08,0.061,41.8 deg
0.0293355,3.3701376245852755e-08,0.0648,41.8 deg
0.0308395,4.499564560056044e-08,0.0618,41.8 deg
0.0324205,5.303472465905742e-08,0.0589,41.8 deg
0.034083,5.17245439140591e-08,0.0548,41.8 deg
0.0358305,5.3796382563848694e-08,0.053,41.8 deg
0.0376675,5.921216990419542e-08,0.0525,41.8 deg
0.039599,6.601999804116048e-08,0.0526,41.8 deg
0.0416295,6.783036578876548e-08,0.0507,41.8 deg
0.0437635,7.498156761134797e-08,0.0466,41.8 deg
0.046007,7.458241177712885e-08,0.0483,41.8 deg
0.048366,7.780330910201867e-08,0.0458,41.8 deg
0.050846,7.497164877124082e-08,0.0456,41.8 deg
0.053453,7.756857320963487e-08,0.0462,41.8 deg
0.0561935,8.863836277268032e-08,0.0425,41.8 deg
0.0590745,9.408166016988482e-08,0.0427,41.8 deg
0.0621035,1.0348221416481285e-07,0.0414,41.8 deg
0.0652875,1.0011171251423021e-07,0.0406,41.8 deg
0.0686345,1.0623439710178838e-07,0.0406,41.8 deg
0.0721535,1.128025389168872e-07,0.0395,41.8 deg
0.075853,1.110845504048899e-07,0.0386,41.8 deg
0.079742,1.2145482490859916e-07,0.0372,41.8 deg
0.0838305,1.2876536403213505e-07,0.0361,41.8 deg
0.088129,1.218264335805433e-07,0.0348,41.8 deg
0.0926475,1.3036656846027245e-07,0.0351,41.8 deg
0.0973975,1.4064141145589121e-07,0.0345,41.8 deg
0.102391,1.4758189113293463e-07,0.034,41.8 deg
0.10764,1.5328130283864893e-07,0.0327,41.8 deg
0.11316,1.6882901409307262e-07,0.0311,41.8 deg
0.11896,1.6526424775117326e-07,0.0318,41.8 deg
0.12506,1.8090553358667748e-07,0.0309,41.8 deg
0.131475,1.9028649777551816e-07,0.0297,41.8 deg
0.138215,1.974703852247956e-07,0.029,41.8 deg
0.1453,1.9067685188133682e-07,0.0288,41.8 deg
0.15275,2.0061986496291027e-07,0.0276,41.8 deg
0.16058,2.150344574931622e-07,0.0272,41.8 deg
0.16881,2.1085775861971428e-07,0.0267,41.8 deg
0.17747,2.2918076602042304e-07,0.0265,41.8 deg
0.18657,2.3572478941785089e-07,0.0257,41.8 deg
0.196135,2.40143878986514e-07,0.0258,41.8 deg
0.20619,2.5504813652764415e-07,0.0251,41.8 deg
0.21676,2.6227441325457496e-07,0.0246,41.8 deg
0.227875,2.6585553288872573e-07,0.0242,41.8 deg
0.23956,2.7392543425568656e-07,0.0238,41.8 deg
0.251845,2.764252041700376e-07,0.0238,41.8 deg
0.264755,2.8683933771861806e-07,0.0231,41.8 deg
0.278325,2.8734635572678037e-07,0.0231,41.8 deg
0.292595,2.7107451693766386e-07,0.0235,41.8 deg
0.3076,2.8232880598538934e-07,0.0241,41.8 deg
0.32337,2.811972046001597e-07,0.0235,41.8 deg
0.33995,2.7308052026544534e-07,0.0238,41.8 deg
0.35738,2.5751836818635546e-07,0.0225,41.8 deg
0.3757,1.967893975521838e-07,0.025,41.8 deg
