Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,1.2014083641977063e-07,0.006059677695329343,0.01,0.1,0 deg
0.1 - 1,1.621665149905344e-06,0.0016010185944828582,0.1,1.0,0 deg
1 - 3.5,1.6455142368040248e-06,0.0029527728194281683,1.0,3.5,0 deg
3.5 - 10,1.4360666105412213e-07,0.019438379065299036,3.5,10.0,0 deg
10 - 20,3.1625540766524405e-06,0.006146875270483213,10.0,20.0,0 deg
