Energy,Value,Error,Angle
0.011927,6.112685319859035e-10,0.0433,12.2 deg
0.0125385,1.9112996041550284e-08,0.0911,12.2 deg
0.0131815,2.06207024086196e-08,0.0936,12.2 deg
0.013857,2.4654541125251004e-08,0.0852,12.2 deg
0.0145675,2.408179594944901e-08,0.0885,12.2 deg
0.0153145,2.348447836209005e-08,0.0848,12.2 deg
0.0160995,3.081531950938177e-08,0.0824,12.2 deg
0.016925,3.027521825225042e-08,0.0809,12.2 deg
0.017793,3.217603941904482e-08,0.0747,12.2 deg
0.0187055,3.719531847454777e-08,0.0693,12.2 deg
0.0196645,4.464173796505055e-08,0.0672,12.2 deg
0.0206725,4.4736742403340026e-08,0.0656,12.2 deg
0.021732,4.8042362149982176e-08,0.0588,12.2 deg
0.0228465,5.3123939701157817e-08,0.0573,12.2 deg
0.024018,5.653464946626233e-08,0.0551,12.2 deg
0.025249,6.623671818149721e-08,0.0551,12.2 deg
0.0265435,6.179424459188287e-08,0.0535,12.2 deg
0.0279045,7.814540261947165e-08,0.048,12.2 deg
0.0293355,8.889487328671797e-08,0.0474,12.2 deg
0.0308395,9.916306740275267e-08,0.0456,12.2 deg
0.0324205,9.704367506057535e-08,0.0431,12.2 deg
0.034083,1.0983289355182983e-07,0.0413,12.2 deg
0.0358305,1.2504329996678214e-07,0.0391,12.2 deg
0.0376675,1.4271823008845537e-07,0.0372,12.2 deg
0.039599,1.579717744618239e-07,0.0328,12.2 deg
0.0416295,1.372679649026416e-07,0.0373,12.2 deg
0.0437635,8.711893144397608e-08,0.049,12.2 deg
0.046007,1.3093042470641529e-07,0.0393,12.2 deg
0.048366,1.4287471674643634e-07,0.0386,12.2 deg
0.050846,1.559677711074209e-07,0.0347,12.2 deg
0.053453,1.7767915741874005e-07,0.0331,12.2 deg
0.0561935,1.9653276918631073e-07,0.0319,12.2 deg
0.0590745,2.0869923196157253e-07,0.0296,12.2 deg
0.0621035,2.2965227212301968e-07,0.0298,12.2 deg
0.0652875,2.5525895600217825e-07,0.0276,12.2 deg
0.0686345,2.6144955677426136e-07,0.0281,12.2 deg
0.0721535,2.459216867245067e-07,0.0286,12.2 deg
0.075853,2.7415797996095924e-07,0.0266,12.2 deg
0.079742,1.3828530550827823e-07,0.0402,12.2 deg
0.0838305,2.554775477719367e-07,0.0279,12.2 deg
0.088129,3.1245233521656083e-07,0.0256,12.2 deg
0.0926475,3.3779784536532937e-07,0.0236,12.2 deg
0.0973975,3.7398066689344114e-07,0.0226,12.2 deg
0.102391,3.9370758173161074e-07,0.022,12.2 deg
0.10764,4.0203420220411514e-07,0.0216,12.2 deg
0.11316,4.3167603375321465e-07,0.0208,12.2 deg
0.11896,3.6264601614292234e-07,0.0242,12.2 deg
0.12506,4.5443056009306377e-07,0.0205,12.2 deg
0.131475,4.703887054779712e-07,0.0206,12.2 deg
0.138215,5.4627456490342e-07,0.0184,12.2 deg
0.1453,5.701305804666399e-07,0.0183,12.2 deg
0.15275,5.498737028911443e-07,0.019,12.2 deg
0.16058,6.398662897340835e-07,0.0174,12.2 deg
0.16881,7.063104681347817e-07,0.0164,12.2 deg
0.17747,7.227967259076784e-07,0.0162,12.2 deg
0.18657,8.151937321540329e-07,0.0157,12.2 deg
0.196135,8.524123638952104e-07,0.0149,12.2 deg
0.20619,9.660289956009572e-07,0.0138,12.2 deg
0.21676,9.40487745786008e-07,0.0143,12.2 deg
0.227875,1.0467402942886819e-06,0.0134,12.2 deg
0.23956,9.876901552672296e-07,0.0143,12.2 deg
0.251845,1.0629972818114053e-06,0.0132,12.2 deg
0.264755,1.1611798247829734e-06,0.0129,12.2 deg
0.278325,1.138840180365324e-06,0.0132,12.2 deg
0.292595,1.2691624202859938e-06,0.0124,12.2 deg
0.3076,1.442899255440298e-06,0.0116,12.2 deg
0.32337,1.4409561625927268e-06,0.0116,12.2 deg
0.33995,1.7998507016997275e-06,0.0101,12.2 deg
0.35738,1.3805858071945654e-06,0.0115,12.2 deg
0.3757,1.2612731807889784e-06,0.0126,12.2 deg
0.394965,1.7774535673049854e-06,0.0104,12.2 deg
0.415215,1.5530235874491002e-06,0.0109,12.2 deg
0.436505,1.6777708645203055e-06,0.0105,12.2 deg
0.458885,2.025927940061196e-06,0.0094,12.2 deg
0.48241,2.3853909013141162e-06,0.0087,12.2 deg
0.507145,4.21232231777186e-06,0.0063,12.2 deg
0.533145,3.2227673057024785e-06,0.0075,12.2 deg
0.56048,2.9340325327270952e-06,0.0081,12.2 deg
0.58922,2.7100710572933458e-06,0.0086,12.2 deg
0.61943,2.777136001429813e-06,0.0084,12.2 deg
0.65119,2.709424738225119e-06,0.0086,12.2 deg
0.68458,3.244436991361248e-06,0.0078,12.2 deg
0.719675,3.1326227774606655e-06,0.008,12.2 deg
0.75657,2.739235344525803e-06,0.0086,12.2 deg
0.79536,3.3757547180112615e-06,0.0077,12.2 deg
0.83614,2.5064987996899562e-06,0.0092,12.2 deg
0.87901,2.3148502310654782e-06,0.0096,12.2 deg
0.92408,2.9020022247929363e-06,0.0085,12.2 deg
0.97146,2.957754429425991e-06,0.0085,12.2 deg
1.02127,2.6944449310851743e-06,0.0089,12.2 deg
1.07365,2.6505731017821276e-06,0.0093,12.2 deg
1.1287,2.886817417291039e-06,0.0088,12.2 deg
1.18655,2.3726272957974777e-06,0.01,12.2 deg
1.2474,2.614421383570163e-06,0.0097,12.2 deg
1.31135,2.246070654638336e-06,0.0105,12.2 deg
1.37855,2.57582372846315e-06,0.0102,12.2 deg
1.44925,2.0736410765551203e-06,0.0115,12.2 deg
1.52355,2.0022218618787963e-06,0.0118,12.2 deg
1.60165,2.2948634461154917e-06,0.0115,12.2 deg
1.6838,2.0730007155525395e-06,0.0124,12.2 deg
1.77015,1.345778030482984e-06,0.0164,12.2 deg
1.8609,1.8159249843344434e-06,0.0145,12.2 deg
