Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,6.778037019125423e-07,0.002295125313920278,0.01,0.1,66.8 deg
0.1 - 1,1.7658122656883341e-06,0.001226689745772855,0.1,1.0,66.8 deg
1 - 3.5,3.086045881962302e-06,0.0017277841557696574,1.0,3.5,66.8 deg
3.5 - 10,3.3282161982140633e-06,0.002685342132095863,3.5,10.0,66.8 deg
10 - 20,4.739412854346732e-06,0.003387369344782155,10.0,20.0,66.8 deg
