Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,9.189145306455223e-07,0.0025244828528470558,0.01,0.1,0 deg
0.1 - 1,2.726180942932141e-06,0.0010731399015622889,0.1,1.0,0 deg
1 - 3.5,7.819887118603172e-06,0.0009730279288990026,1.0,3.5,0 deg
3.5 - 10,6.601934592786085e-06,0.0017307053575585792,3.5,10.0,0 deg
10 - 20,0.0005356618842481025,0.00019150474185124575,10.0,20.0,0 deg
