Value,Error,Energy,Angle
2.0934062813672734e-05,0.015055827177187488,0.1 - 1,24.9 deg
5.831723632576704e-05,0.012727882195878405,1 - 3.5,24.9 deg
8.723084098766262e-05,0.01391671899611167,3.5 - 10,24.9 deg
0.00027718792381784116,0.006905061321701697,10 - 20,24.9 deg
