Value,Error,Energy,Angle
1.21396359687675e-05,0.01624219897503785,0.01 - 0.1,41.8 deg
0.00013322905432944953,0.006297814836708355,0.1 - 1,41.8 deg
3.742210400715464e-05,0.010651153717994818,1 - 3.5,41.8 deg
5.925955940954445e-06,0.04401863047635639,3.5 - 10,41.8 deg
7.697818397739105e-06,0.029309174567384313,10 - 20,41.8 deg
