Energy,Value,Error,Lower energy,Upper energy,Angle
0.1 - 1,6.622004045102809e-07,0.0035002070785610673,0.1,1.0,24.9 deg
1 - 3.5,3.99435976784183e-07,0.0028483218162261162,1.0,3.5,24.9 deg
3.5 - 10,6.941691673225144e-07,0.003647987680830229,3.5,10.0,24.9 deg
10 - 20,1.6389178640272267e-06,0.00454481209012759,10.0,20.0,24.9 deg
