Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,8.987592234035848e-08,0.006503456329637063,0.01,0.1,0 deg
0.1 - 1,7.542461971478119e-07,0.001895003536278067,0.1,1.0,0 deg
1 - 3.5,6.224975590846445e-06,0.0010399735549980588,1.0,3.5,0 deg
3.5 - 10,5.964442788810636e-06,0.0014318067631128965,3.5,10.0,0 deg
10 - 20,0.0002587189334812436,0.00033515104804474413,10.0,20.0,0 deg
