Value,Error,Energy,Angle
1.7591799562800843e-06,0.063145905707604,0.01 - 0.1,66.8 deg
1.1648675431605309e-05,0.028373402813131,0.1 - 1,66.8 deg
1.7980582693650967e-05,0.018814942381443697,1 - 3.5,66.8 deg
1.1949644584441341e-05,0.023397199856235347,3.5 - 10,66.8 deg
1.0656195859772068e-05,0.017013176252161172,10 - 20,66.8 deg
