Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,7.396273020188461e-08,0.007795767739740096,0.01,0.1,24.9 deg
0.1 - 1,4.0718735774531676e-07,0.003324169993294827,0.1,1.0,24.9 deg
1 - 3.5,1.4638901740547264e-06,0.0027874028418093436,1.0,3.5,24.9 deg
3.5 - 10,1.768360712426897e-06,0.0031672802978987185,3.5,10.0,24.9 deg
10 - 20,5.786495278621604e-06,0.0038992461829416335,10.0,20.0,24.9 deg
