Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,5.170182086309018e-06,0.0015104246388681119,0.01,0.1,12.2 deg
0.1 - 1,2.309746995314953e-06,0.001022143705877461,0.1,1.0,12.2 deg
1 - 3.5,3.2391984773255246e-06,0.0016654497926756483,1.0,3.5,12.2 deg
3.5 - 10,3.299370359196848e-06,0.002718063649021795,3.5,10.0,12.2 deg
10 - 20,2.6562108233819365e-05,0.0015248568644749428,10.0,20.0,12.2 deg
