Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,3.134098336672703e-07,0.003239291961151351,0.01,0.1,0 deg
0.1 - 1,1.619500126768884e-06,0.001205699928587583,0.1,1.0,0 deg
1 - 3.5,2.607118490996548e-07,0.004217778028625869,1.0,3.5,0 deg
3.5 - 10,2.411227807957279e-08,0.035415625480775724,3.5,10.0,0 deg
10 - 20,6.481946839775737e-07,0.008284104161069887,10.0,20.0,0 deg
