Energy,Value,Error,Lower energy,Upper energy,Angle
0.1 - 1,1.0635526163403043e-06,0.00250646017042974,0.1,1.0,24.9 deg
1 - 3.5,1.506011230732652e-06,0.001570942069390212,1.0,3.5,24.9 deg
3.5 - 10,1.967614086039965e-06,0.0022810120402367265,3.5,10.0,24.9 deg
10 - 20,8.946331760580119e-06,0.002087554921181048,10.0,20.0,24.9 deg
