Energy,Value,Error,Angle
0.011927,9.5805212845927e-10,0.0415,0 deg
0.0125385,1.602940505305668e-08,0.1137,0 deg
0.0131815,2.6720831071696046e-08,0.1004,0 deg
0.013857,2.1957856895009245e-08,0.0943,0 deg
0.0145675,2.5759712056378187e-08,0.095,0 deg
0.0153145,2.587514022755882e-08,0.0903,0 deg
0.0160995,2.088696124366756e-08,0.0867,0 deg
0.016925,2.7701603716734095e-08,0.0891,0 deg
0.017793,2.8656375841473892e-08,0.0903,0 deg
0.0187055,2.997611991564082e-08,0.0895,0 deg
0.0196645,3.472501860930127e-08,0.0809,0 deg
0.0206725,3.8438599001442496e-08,0.0763,0 deg
0.021732,3.822733335227569e-08,0.0716,0 deg
0.0228465,4.293740566796242e-08,0.0698,0 deg
0.024018,4.193168981583211e-08,0.0717,0 deg
0.025249,4.327091060531547e-08,0.0688,0 deg
0.0265435,5.0458269517427715e-08,0.0686,0 deg
0.0279045,4.041171910684619e-08,0.0688,0 deg
0.0293355,4.2895460093109285e-08,0.0654,0 deg
0.0308395,5.304417572965446e-08,0.0629,0 deg
0.0324205,5.2631081089078815e-08,0.0644,0 deg
0.034083,5.959991732644273e-08,0.0622,0 deg
0.0358305,7.55892514211585e-08,0.0488,0 deg
0.0376675,7.920710264357163e-08,0.045,0 deg
0.039599,9.16936084940165e-08,0.0396,0 deg
0.0416295,1.2523041323265145e-07,0.0329,0 deg
0.0437635,1.1001761378975425e-07,0.0375,0 deg
0.046007,9.138862273802967e-08,0.0432,0 deg
0.048366,1.0536296410436027e-07,0.0418,0 deg
0.050846,9.71555102844406e-08,0.0403,0 deg
0.053453,1.214878256428563e-07,0.0349,0 deg
0.0561935,1.2265989995614984e-07,0.0352,0 deg
0.0590745,1.380941853163244e-07,0.0349,0 deg
0.0621035,1.5002463200820448e-07,0.0329,0 deg
0.0652875,1.4574391356321355e-07,0.0333,0 deg
0.0686345,1.5805045851287293e-07,0.0323,0 deg
0.0721535,1.5734251994917446e-07,0.0333,0 deg
0.075853,1.5159456535128882e-07,0.0329,0 deg
0.079742,1.802864057553794e-07,0.0312,0 deg
0.0838305,1.697321708079394e-07,0.0298,0 deg
0.088129,1.705514075443842e-07,0.029,0 deg
0.0926475,1.8337623033953864e-07,0.0297,0 deg
0.0973975,1.932379116437687e-07,0.0284,0 deg
0.102391,1.9905226670663296e-07,0.0278,0 deg
0.10764,2.325441947432662e-07,0.0259,0 deg
0.11316,2.3265751150061735e-07,0.0251,0 deg
0.11896,2.519898360390911e-07,0.025,0 deg
0.12506,2.6630633894665335e-07,0.0245,0 deg
0.131475,2.7551472687419825e-07,0.022,0 deg
0.138215,2.9547108564841283e-07,0.0223,0 deg
0.1453,2.7551040348378254e-07,0.0239,0 deg
0.15275,2.9345610049910953e-07,0.0223,0 deg
0.16058,3.1569126787635154e-07,0.0215,0 deg
0.16881,3.298656454990942e-07,0.0199,0 deg
0.17747,3.625647154314929e-07,0.0193,0 deg
0.18657,3.736732063616448e-07,0.0198,0 deg
0.196135,3.6239196237250585e-07,0.0193,0 deg
0.20619,4.016131560480237e-07,0.0179,0 deg
0.21676,4.348736925030192e-07,0.0175,0 deg
0.227875,4.53563197337431e-07,0.0169,0 deg
0.23956,4.625062609879633e-07,0.0167,0 deg
0.251845,4.758496722131958e-07,0.0161,0 deg
0.264755,4.997514441439674e-07,0.0158,0 deg
0.278325,5.409043219091819e-07,0.0153,0 deg
0.292595,5.24140999534102e-07,0.0152,0 deg
0.3076,5.118370606841889e-07,0.0139,0 deg
0.32337,5.192137672619678e-07,0.0146,0 deg
0.33995,5.302174772285404e-07,0.0144,0 deg
0.35738,4.7004972021900184e-07,0.0139,0 deg
0.3757,3.5962849530913806e-07,0.0161,0 deg
0.394965,2.595798079485788e-07,0.0218,0 deg
0.415215,1.8481596899209758e-07,0.037,0 deg
0.436505,1.4369731020000164e-07,0.0574,0 deg
0.458885,2.0122478864460303e-07,0.048,0 deg
0.48241,4.0701081040358353e-07,0.0317,0 deg
0.507145,6.991918675219659e-07,0.0217,0 deg
0.533145,9.30035596543141e-07,0.0165,0 deg
0.56048,1.1845569852378318e-06,0.0134,0 deg
0.58922,1.3332161770335325e-06,0.0114,0 deg
0.61943,1.5217298089861485e-06,0.0101,0 deg
0.65119,1.6929704761571324e-06,0.0094,0 deg
0.68458,1.8110871851361291e-06,0.0086,0 deg
0.719675,1.97535275829887e-06,0.0081,0 deg
0.75657,2.1310586518471306e-06,0.0079,0 deg
0.79536,2.227929713589213e-06,0.0078,0 deg
0.83614,2.1861866206411058e-06,0.0076,0 deg
0.87901,1.848864197580196e-06,0.0071,0 deg
0.92408,1.3406103532986158e-06,0.0086,0 deg
0.97146,5.554439304928465e-07,0.0166,0 deg
1.02127,2.3401000637304515e-07,0.0382,0 deg
1.07365,5.212256617291506e-07,0.0224,0 deg
1.1287,1.3840116423241685e-06,0.0107,0 deg
1.18655,2.219136363750137e-06,0.0075,0 deg
1.2474,2.6748675433894574e-06,0.0065,0 deg
1.31135,1.5957614540304688e-06,0.0107,0 deg
1.37855,1.517588329446121e-06,0.0127,0 deg
1.44925,3.5293946562315785e-06,0.0067,0 deg
1.52355,4.281540588793993e-06,0.0056,0 deg
1.60165,4.631934312463227e-06,0.0051,0 deg
1.6838,4.308260434542516e-06,0.0055,0 deg
1.77015,5.508132255353503e-06,0.0049,0 deg
1.8609,5.0069252698127615e-06,0.0053,0 deg
1.9563,3.77608083701618e-06,0.0062,0 deg
2.0566,6.339841471974606e-06,0.0048,0 deg
2.16205,7.378759795083838e-06,0.0047,0 deg
2.2729,9.259714910503191e-06,0.0046,0 deg
2.3894,1.857709847865671e-05,0.0042,0 deg
2.5119,1.2749706606959574e-05,0.0042,0 deg
2.6407,1.037932621660999e-05,0.0043,0 deg
2.7761,1.0708110762196129e-05,0.0042,0 deg
2.91845,1.086250592464036e-05,0.0042,0 deg
3.06805,1.0901603404559584e-05,0.0044,0 deg
3.22535,7.059420122823062e-06,0.0059,0 deg
3.39075,2.8171154870826264e-06,0.0104,0 deg
3.5646,2.527904116556459e-06,0.0107,0 deg
3.74735,2.532768019954839e-06,0.0114,0 deg
3.93945,3.0164507987115948e-06,0.0106,0 deg
4.14145,5.737663629569034e-06,0.0067,0 deg
4.3538,4.382211903126501e-06,0.0075,0 deg
4.577,4.854191176736962e-06,0.0075,0 deg
4.81165,6.96305541009233e-06,0.0059,0 deg
5.05835,6.150445246613142e-06,0.0061,0 deg
5.3177,5.330022874986399e-06,0.0071,0 deg
5.59035,6.792901700705889e-06,0.0061,0 deg
5.877,4.852880269187818e-06,0.0073,0 deg
6.1783,5.15877789053758e-06,0.0075,0 deg
6.49505,6.037678641249518e-06,0.007,0 deg
6.8281,6.1236926547939114e-06,0.0069,0 deg
7.1782,7.4903896963262875e-06,0.0068,0 deg
7.5462,6.768353206395598e-06,0.0073,0 deg
7.9331,6.711012949321855e-06,0.0076,0 deg
8.33985,9.156012643850153e-06,0.0069,0 deg
8.76745,7.006772160370216e-06,0.0071,0 deg
9.21695,5.938436146933466e-06,0.0074,0 deg
9.6895,5.369605543592972e-06,0.0072,0 deg
10.1863,4.3911848902036195e-06,0.0073,0 deg
10.7085,5.608077444956996e-06,0.0067,0 deg
11.2575,6.906368283372951e-06,0.0071,0 deg
11.835,9.274413070293283e-06,0.0059,0 deg
12.442,2.10889971340959e-05,0.0042,0 deg
13.0795,4.7288206347464694e-05,0.003,0 deg
13.75,0.00022814128529397603,0.0014,0 deg
14.455,0.001214070330900731,0.0006,0 deg
15.196,0.0013733915920771762,0.0006,0 deg
15.9755,0.0004910116922468659,0.001,0 deg
16.7945,5.9096928646287965e-06,0.0099,0 deg
17.6555,1.7567181312598382e-08,0.2543,0 deg
18.561,2.3031372829403457e-09,0.7859,0 deg
19.5125,5.7110760301893114e-09,0.1195,0 deg
20.464,5.280900120634401e-09,0.1291,0 deg
