Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,4.368484852353732e-06,0.0014391511833210767,0.01,0.1,41.8 deg
0.1 - 1,1.953733181756351e-06,0.0010883300096851752,0.1,1.0,41.8 deg
1 - 3.5,2.6177025362895894e-06,0.0017579930599503546,1.0,3.5,41.8 deg
3.5 - 10,2.40978851651472e-06,0.0031184284270693976,3.5,10.0,41.8 deg
10 - 20,5.629073379261279e-06,0.0030626461660397887,10.0,20.0,41.8 deg
