Energy,Value,Error,Angle
0.011927,1.9599932912708625e-09,0.0279,0 deg
0.0125385,2.070534237167674e-08,0.0857,0 deg
0.0131815,2.2654678504624246e-08,0.0864,0 deg
0.013857,2.1822792573913066e-08,0.0771,0 deg
0.0145675,2.077056150577482e-08,0.0773,0 deg
0.0153145,2.1317184903457637e-08,0.0756,0 deg
0.0160995,2.0078369180197546e-08,0.0744,0 deg
0.016925,2.601252543815993e-08,0.0736,0 deg
0.017793,2.195535867742731e-08,0.0802,0 deg
0.0187055,2.573177902629259e-08,0.0706,0 deg
0.0196645,2.466889195255046e-08,0.0715,0 deg
0.0206725,2.7691706675812284e-08,0.0692,0 deg
0.021732,3.3129848717912275e-08,0.0705,0 deg
0.0228465,2.742716040434545e-08,0.0677,0 deg
0.024018,2.975825725677142e-08,0.0654,0 deg
0.025249,3.30760447053286e-08,0.0659,0 deg
0.0265435,3.285328701974447e-08,0.0643,0 deg
0.0279045,3.681533989014307e-08,0.055,0 deg
0.0293355,4.1454160476514564e-08,0.047,0 deg
0.0308395,3.780315058372811e-08,0.0523,0 deg
0.0324205,3.0620305208213636e-08,0.0639,0 deg
0.034083,3.07506105993987e-08,0.0619,0 deg
0.0358305,3.650844525409411e-08,0.0573,0 deg
0.0376675,4.0964101180840996e-08,0.052,0 deg
0.039599,4.719733646436683e-08,0.049,0 deg
0.0416295,4.822239919338165e-08,0.0511,0 deg
0.0437635,4.8171587964835113e-08,0.0439,0 deg
0.046007,5.516165685681437e-08,0.0418,0 deg
0.048366,5.1696151590983854e-08,0.0417,0 deg
0.050846,5.3531922233481364e-08,0.0454,0 deg
0.053453,5.595393797874971e-08,0.0483,0 deg
0.0561935,6.417974523361963e-08,0.043,0 deg
0.0590745,6.8856386049691e-08,0.0408,0 deg
0.0621035,6.963043771554182e-08,0.0368,0 deg
0.0652875,7.94883889253937e-08,0.0364,0 deg
0.0686345,8.387344025770868e-08,0.0363,0 deg
0.0721535,9.358371969973761e-08,0.0335,0 deg
0.075853,8.953898068495812e-08,0.034,0 deg
0.079742,1.0385113141782715e-07,0.0301,0 deg
0.0838305,1.1305831479789611e-07,0.0336,0 deg
0.088129,1.1793020349559491e-07,0.0284,0 deg
0.0926475,1.237440107020829e-07,0.0278,0 deg
0.0973975,1.2929688788081147e-07,0.0265,0 deg
0.102391,1.429705320548669e-07,0.0261,0 deg
0.10764,1.6065406015566386e-07,0.0226,0 deg
0.11316,1.8460012721183766e-07,0.0212,0 deg
0.11896,2.105050219761914e-07,0.0191,0 deg
0.12506,2.1220717706692208e-07,0.0198,0 deg
0.131475,2.1604619816628255e-07,0.0191,0 deg
0.138215,2.3157506582704562e-07,0.0179,0 deg
0.1453,2.3030947791222445e-07,0.0185,0 deg
0.15275,2.4926589239036634e-07,0.0184,0 deg
0.16058,2.7242832343982314e-07,0.0172,0 deg
0.16881,2.9268393389278646e-07,0.0158,0 deg
0.17747,3.050646376728148e-07,0.0161,0 deg
0.18657,3.6012854003381084e-07,0.0145,0 deg
0.196135,3.546654514739442e-07,0.0139,0 deg
0.20619,4.120222227363084e-07,0.0128,0 deg
0.21676,4.4953984053748093e-07,0.0125,0 deg
0.227875,4.823774616827892e-07,0.0122,0 deg
0.23956,5.65124562681372e-07,0.011,0 deg
0.251845,6.282134691037076e-07,0.0104,0 deg
0.264755,7.024537232424005e-07,0.0098,0 deg
0.278325,7.594855331383963e-07,0.0093,0 deg
0.292595,7.812314898043012e-07,0.0089,0 deg
0.3076,8.825167168587806e-07,0.0087,0 deg
0.32337,9.29516870999589e-07,0.0083,0 deg
0.33995,1.0455873611358753e-06,0.0077,0 deg
0.35738,1.1806821789991433e-06,0.0073,0 deg
0.3757,1.210592373609477e-06,0.0071,0 deg
0.394965,1.2828989000003376e-06,0.007,0 deg
0.415215,1.4309458905360011e-06,0.0066,0 deg
0.436505,1.01916927535631e-06,0.0078,0 deg
0.458885,1.5302679974598828e-06,0.0063,0 deg
0.48241,2.0349740436024344e-06,0.0058,0 deg
0.507145,2.0915919117879948e-06,0.0057,0 deg
0.533145,2.6724284896356257e-06,0.0053,0 deg
0.56048,2.9928723829764657e-06,0.005,0 deg
0.58922,3.6066422333757676e-06,0.0048,0 deg
0.61943,4.941532885092389e-06,0.0045,0 deg
0.65119,3.7773871892955773e-06,0.0048,0 deg
0.68458,2.6839824243263976e-06,0.0049,0 deg
0.719675,3.419976054781194e-06,0.0046,0 deg
0.75657,3.983591340214996e-06,0.0044,0 deg
0.79536,4.422819283126132e-06,0.0043,0 deg
0.83614,5.142494437500624e-06,0.0042,0 deg
0.87901,6.010954633079308e-06,0.004,0 deg
0.92408,6.761099010647127e-06,0.004,0 deg
0.97146,8.651989689928035e-06,0.0038,0 deg
1.02127,5.448307324689306e-06,0.0043,0 deg
1.07365,4.577233891426677e-06,0.004,0 deg
1.1287,4.221291506322957e-06,0.0043,0 deg
1.18655,6.987658676144239e-06,0.0038,0 deg
1.2474,6.903419344231391e-06,0.0038,0 deg
1.31135,7.232693937341629e-06,0.0038,0 deg
1.37855,4.113590114166173e-06,0.0044,0 deg
1.44925,4.058187026873586e-06,0.0042,0 deg
1.52355,5.545997547848142e-06,0.0039,0 deg
1.60165,5.0150616677751525e-06,0.0041,0 deg
1.6838,5.545895181683293e-06,0.0039,0 deg
1.77015,5.800547077047092e-06,0.0038,0 deg
1.8609,5.009745498087267e-06,0.0041,0 deg
1.9563,7.143378281021831e-06,0.0037,0 deg
2.0566,7.449719236060473e-06,0.0037,0 deg
2.16205,7.654764825282268e-06,0.0037,0 deg
2.2729,6.897120900220241e-06,0.0038,0 deg
2.3894,7.95466879579091e-06,0.0037,0 deg
2.5119,8.349235823722354e-06,0.0036,0 deg
2.6407,9.833256396391745e-06,0.0033,0 deg
2.7761,1.5274753884470675e-05,0.0027,0 deg
2.91845,2.0376922521883008e-05,0.0023,0 deg
3.06805,2.1341470095665402e-05,0.0021,0 deg
3.22535,1.8442521567847163e-05,0.0022,0 deg
3.39075,1.1597878276306196e-05,0.0029,0 deg
3.5646,7.071059626743265e-06,0.0037,0 deg
3.74735,6.425075494074853e-06,0.0039,0 deg
3.93945,5.372318495568059e-06,0.0044,0 deg
4.14145,4.398413494131185e-06,0.0046,0 deg
4.3538,4.035173134415843e-06,0.005,0 deg
4.577,5.254933377400891e-06,0.0045,0 deg
4.81165,6.2345214835161e-06,0.0046,0 deg
5.05835,7.273918898371205e-06,0.0044,0 deg
5.3177,5.645199497051774e-06,0.0048,0 deg
5.59035,5.4645487451537814e-06,0.0051,0 deg
5.877,5.6588672368267815e-06,0.0052,0 deg
6.1783,5.330009105869705e-06,0.0053,0 deg
6.49505,4.87633350373693e-06,0.0055,0 deg
6.8281,5.116975516157121e-06,0.0056,0 deg
