Energy,Value,Error,Angle
0.011927,2.484457035024771e-10,0.0699,41.8 deg
0.0125385,9.59017857769753e-09,0.1623,41.8 deg
0.0131815,8.10385106429879e-09,0.1612,41.8 deg
0.013857,8.774338565221133e-09,0.1682,41.8 deg
0.0145675,8.617909118588814e-09,0.1514,41.8 deg
0.0153145,1.1148803116472453e-08,0.1297,41.8 deg
0.0160995,1.0354379457788866e-08,0.1495,41.8 deg
0.016925,1.2276875281521867e-08,0.1398,41.8 deg
0.017793,1.0483850724052253e-08,0.1335,41.8 deg
0.0187055,1.409876186861962e-08,0.1327,41.8 deg
0.0196645,1.6939067128251275e-08,0.1184,41.8 deg
0.0206725,1.4005187324045496e-08,0.123,41.8 deg
0.021732,1.8155292347420354e-08,0.1054,41.8 deg
0.0228465,2.2283205658286274e-08,0.1094,41.8 deg
0.024018,2.3998904204549653e-08,0.0974,41.8 deg
0.025249,2.458715877922536e-08,0.0959,41.8 deg
0.0265435,2.2706551293761573e-08,0.102,41.8 deg
0.0279045,2.794168464772891e-08,0.0823,41.8 deg
0.0293355,3.3917331238350295e-08,0.0845,41.8 deg
0.0308395,4.90400114895893e-08,0.07,41.8 deg
0.0324205,7.266484356772964e-08,0.0563,41.8 deg
0.034083,8.114336193984799e-08,0.0507,41.8 deg
0.0358305,9.307978565245242e-08,0.0469,41.8 deg
0.0376675,8.839743943498449e-08,0.0499,41.8 deg
0.039599,8.834962393213451e-08,0.0503,41.8 deg
0.0416295,1.0960223392145665e-07,0.0464,41.8 deg
0.0437635,8.705712042439201e-08,0.0483,41.8 deg
0.046007,1.0606195310530892e-07,0.0477,41.8 deg
0.048366,1.0212079291765149e-07,0.0476,41.8 deg
0.050846,9.782505177806438e-08,0.0477,41.8 deg
0.053453,1.0714940029177854e-07,0.0459,41.8 deg
0.0561935,1.1466883285154e-07,0.044,41.8 deg
0.0590745,1.294508858039144e-07,0.0418,41.8 deg
0.0621035,1.2598106925534592e-07,0.0423,41.8 deg
0.0652875,1.4922163558238368e-07,0.0391,41.8 deg
0.0686345,1.5546218570900872e-07,0.0381,41.8 deg
0.0721535,1.7535175054438412e-07,0.0366,41.8 deg
0.075853,2.20591546958513e-07,0.033,41.8 deg
0.079742,1.5264754495716128e-07,0.0379,41.8 deg
0.0838305,2.0337004793124437e-07,0.0329,41.8 deg
0.088129,2.441128234920101e-07,0.0307,41.8 deg
0.0926475,2.517303943443016e-07,0.0296,41.8 deg
0.0973975,2.821120465633803e-07,0.0285,41.8 deg
0.102391,2.741614577486183e-07,0.0284,41.8 deg
0.10764,2.9372013814476506e-07,0.0278,41.8 deg
0.11316,3.467137408715422e-07,0.0265,41.8 deg
0.11896,3.274771529864933e-07,0.0266,41.8 deg
0.12506,3.739587317116544e-07,0.025,41.8 deg
0.131475,3.802563418281866e-07,0.0246,41.8 deg
0.138215,4.2824975118066226e-07,0.0237,41.8 deg
0.1453,4.679844102391452e-07,0.0223,41.8 deg
0.15275,4.9815580002673e-07,0.0214,41.8 deg
0.16058,5.506418429452328e-07,0.0204,41.8 deg
0.16881,6.46016233257054e-07,0.0191,41.8 deg
0.17747,6.817195306792545e-07,0.0186,41.8 deg
0.18657,7.150695908524436e-07,0.0182,41.8 deg
0.196135,7.426591067021553e-07,0.0174,41.8 deg
0.20619,8.394860278772204e-07,0.0168,41.8 deg
0.21676,8.733939190849834e-07,0.0165,41.8 deg
0.227875,9.780731967044699e-07,0.0158,41.8 deg
0.23956,1.0180201065842443e-06,0.0153,41.8 deg
0.251845,1.1198840051435335e-06,0.0147,41.8 deg
0.264755,1.2950277805232985e-06,0.0137,41.8 deg
0.278325,1.3601862417544252e-06,0.0134,41.8 deg
0.292595,1.4629687898737113e-06,0.0129,41.8 deg
0.3076,1.5553248874848356e-06,0.0126,41.8 deg
0.32337,1.626001484294078e-06,0.0123,41.8 deg
0.33995,1.792908891837402e-06,0.0116,41.8 deg
0.35738,2.060314941816838e-06,0.0112,41.8 deg
0.3757,1.944469904947479e-06,0.0111,41.8 deg
0.394965,2.184449093344757e-06,0.0107,41.8 deg
0.415215,2.3452926002032685e-06,0.0103,41.8 deg
0.436505,2.33884228713844e-06,0.0103,41.8 deg
0.458885,2.607070217686751e-06,0.0099,41.8 deg
0.48241,2.7496092106966156e-06,0.0097,41.8 deg
0.507145,2.9381681628555245e-06,0.0094,41.8 deg
0.533145,3.3908191586043026e-06,0.0088,41.8 deg
0.56048,3.52259103481359e-06,0.0085,41.8 deg
0.58922,3.638298391018148e-06,0.0084,41.8 deg
0.61943,3.892954394854492e-06,0.0082,41.8 deg
0.65119,4.014678846260952e-06,0.008,41.8 deg
0.68458,4.307150843001996e-06,0.0078,41.8 deg
0.719675,4.7112655942480845e-06,0.0075,41.8 deg
0.75657,4.437833683526602e-06,0.0077,41.8 deg
0.79536,4.9360815209070214e-06,0.0074,41.8 deg
0.83614,5.234472191711767e-06,0.0072,41.8 deg
0.87901,5.19573807338706e-06,0.0072,41.8 deg
0.92408,5.335486692894437e-06,0.0071,41.8 deg
0.97146,5.697055178919192e-06,0.007,41.8 deg
1.02127,5.805092087845885e-06,0.0069,41.8 deg
1.07365,5.835763283396304e-06,0.0069,41.8 deg
1.1287,6.325407581991532e-06,0.0067,41.8 deg
1.18655,6.313354925658893e-06,0.0068,41.8 deg
1.2474,6.483775428873291e-06,0.0067,41.8 deg
1.31135,6.510012593523279e-06,0.0067,41.8 deg
1.37855,6.869423555131397e-06,0.0066,41.8 deg
1.44925,6.732420428809454e-06,0.0067,41.8 deg
1.52355,6.824315350519314e-06,0.0067,41.8 deg
1.60165,7.1100499750467675e-06,0.0066,41.8 deg
1.6838,7.401457636838399e-06,0.0065,41.8 deg
1.77015,6.961888217908939e-06,0.0068,41.8 deg
1.8609,7.057251226996461e-06,0.0069,41.8 deg
1.9563,7.1296368223440295e-06,0.007,41.8 deg
2.0566,7.200595248720565e-06,0.0071,41.8 deg
2.16205,6.918164776570685e-06,0.0073,41.8 deg
2.2729,6.8727807558821495e-06,0.0075,41.8 deg
2.3894,6.488450607461561e-06,0.0079,41.8 deg
2.5119,6.06654573300281e-06,0.0085,41.8 deg
2.6407,5.967071670202162e-06,0.0089,41.8 deg
2.7761,5.431870663120829e-06,0.0095,41.8 deg
2.91845,5.115808218797194e-06,0.0099,41.8 deg
3.06805,4.8969656980912066e-06,0.0108,41.8 deg
3.22535,4.3898222602692275e-06,0.0116,41.8 deg
3.39075,3.742276665087438e-06,0.0127,41.8 deg
3.5646,3.376352072889874e-06,0.0139,41.8 deg
3.74735,3.0179363741496614e-06,0.0148,41.8 deg
3.93945,2.728885916435997e-06,0.0162,41.8 deg
4.14145,2.3949277683669445e-06,0.0171,41.8 deg
4.3538,2.1829664495252606e-06,0.0196,41.8 deg
4.577,1.832570981203318e-06,0.0205,41.8 deg
4.81165,1.6575186906596424e-06,0.0229,41.8 deg
5.05835,1.4913835728653483e-06,0.0242,41.8 deg
5.3177,1.2819342607508826e-06,0.0248,41.8 deg
5.59035,1.1474146393447651e-06,0.0261,41.8 deg
5.877,1.0938268857919017e-06,0.0279,41.8 deg
6.1783,9.673913623688433e-07,0.0267,41.8 deg
6.49505,9.753487053468591e-07,0.0297,41.8 deg
6.8281,9.531816721903923e-07,0.031,41.8 deg
7.1782,8.863529145003485e-07,0.0263,41.8 deg
7.5462,9.568286877736639e-07,0.0289,41.8 deg
7.9331,1.0061089397322768e-06,0.0273,41.8 deg
8.33985,1.1036561839485116e-06,0.0261,41.8 deg
8.76745,1.222775180546511e-06,0.0228,41.8 deg
9.21695,1.2895609373813636e-06,0.0243,41.8 deg
9.6895,1.3319241019106125e-06,0.0227,41.8 deg
10.1863,1.488546538893207e-06,0.023,41.8 deg
10.7085,1.2145263811015862e-06,0.0243,41.8 deg
11.2575,1.0037311508821123e-06,0.0256,41.8 deg
11.835,1.5073279981084417e-06,0.0257,41.8 deg
12.442,1.392651552591433e-06,0.0241,41.8 deg
13.0795,1.0721543268246226e-06,0.031,41.8 deg
13.75,4.440707889168163e-06,0.0149,41.8 deg
14.455,3.0064667180126493e-05,0.0063,41.8 deg
15.196,3.083181950835199e-05,0.0058,41.8 deg
15.9755,8.944775174357112e-06,0.0116,41.8 deg
16.7945,7.865482451922348e-07,0.0464,41.8 deg
17.6555,1.8815083697687782e-07,0.0931,41.8 deg
18.561,5.297043803226219e-08,0.3263,41.8 deg
19.5125,2.1880603046958382e-09,0.2731,41.8 deg
20.464,4.661265881195995e-10,0.5982,41.8 deg
