Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,5.082580589793761e-06,0.0015129069503564626,0.01,0.1,0 deg
0.1 - 1,2.2730507184837118e-06,0.0010440585638587364,0.1,1.0,0 deg
1 - 3.5,3.451757761640756e-06,0.0015312398694819127,1.0,3.5,0 deg
3.5 - 10,3.440949581554137e-06,0.002537363655519919,3.5,10.0,0 deg
10 - 20,0.00010852355237055533,0.0004266822325376567,10.0,20.0,0 deg
