Energy,Value,Error,Angle
0.011927,9.85782556069528e-10,0.0437,24.9 deg
0.0125385,2.0972946796630167e-08,0.0996,24.9 deg
0.0131815,2.2035007651152125e-08,0.104,24.9 deg
0.013857,2.2354445760805724e-08,0.0993,24.9 deg
0.0145675,2.0288785593785265e-08,0.0976,24.9 deg
0.0153145,2.5117447395416522e-08,0.0944,24.9 deg
0.0160995,2.2208875235604686e-08,0.0866,24.9 deg
0.016925,2.7759199566157415e-08,0.0879,24.9 deg
0.017793,3.29486338667943e-08,0.0888,24.9 deg
0.0187055,2.9995914976084854e-08,0.0855,24.9 deg
0.0196645,3.494903034118323e-08,0.0801,24.9 deg
0.0206725,3.5343538821218924e-08,0.073,24.9 deg
0.021732,4.0112430307490854e-08,0.0743,24.9 deg
0.0228465,4.568913952535442e-08,0.0702,24.9 deg
0.024018,4.473997436139983e-08,0.068,24.9 deg
0.025249,4.544144851274639e-08,0.0669,24.9 deg
0.0265435,4.9187627475577025e-08,0.067,24.9 deg
0.0279045,4.167844134221278e-08,0.0682,24.9 deg
0.0293355,3.8224033672065195e-08,0.068,24.9 deg
0.0308395,5.115189811350778e-08,0.0633,24.9 deg
0.0324205,5.46256963912724e-08,0.0625,24.9 deg
0.034083,5.824452842795515e-08,0.0583,24.9 deg
0.0358305,5.799451877315976e-08,0.0615,24.9 deg
0.0376675,6.327491878872142e-08,0.0575,24.9 deg
0.039599,6.880145248866775e-08,0.0539,24.9 deg
0.0416295,6.996294463397887e-08,0.0524,24.9 deg
0.0437635,7.57619067291389e-08,0.0515,24.9 deg
0.046007,8.117967968848842e-08,0.051,24.9 deg
0.048366,8.189242051668891e-08,0.0508,24.9 deg
0.050846,8.339211296793231e-08,0.0503,24.9 deg
0.053453,7.878054154209686e-08,0.0477,24.9 deg
0.0561935,9.151005876026574e-08,0.0493,24.9 deg
0.0590745,9.153117178894644e-08,0.0458,24.9 deg
0.0621035,1.1227708843540931e-07,0.0432,24.9 deg
0.0652875,1.0842480418692328e-07,0.0435,24.9 deg
0.0686345,1.176704024563581e-07,0.0424,24.9 deg
0.0721535,1.1719869756418586e-07,0.042,24.9 deg
0.075853,1.223056221509631e-07,0.0417,24.9 deg
0.079742,1.2841714098512146e-07,0.0401,24.9 deg
0.0838305,1.3598489473471166e-07,0.0392,24.9 deg
0.088129,1.2550408441779638e-07,0.0384,24.9 deg
0.0926475,1.323049560963179e-07,0.0367,24.9 deg
0.0973975,1.4621517043387685e-07,0.0371,24.9 deg
